凡甲,	3526
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2005,43.65,196.67,168.79,2.86,7.18,50.83,18.09,31.94,13.28,3.68,16.18,5.64,n/a
2006,51.35,146.94,117.63,2.37,6.58,55.47,12.62,24.09,11.72,4.16,13.53,5.64,18.93
2007,39.55,181.00,161.48,2.82,8.60,42.44,17.57,31.17,15.47,6.23,52.93,22.22,25.85
2008,43.14,173.16,156.61,2.73,10.74,33.98,13.89,23.68,14.48,5.16,39.42,11.87,23.27
2009,27.29,159.17,142.93,3.10,10.95,33.33,24.06,37.08,27.59,8.73,97.83,21.24,26.52
2010,42.15,213.29,196.56,3.96,13.75,26.54,15.84,24.33,19.09,5.80,85.86,4.78,23.54
2011,47.09,123.97,109.08,3.74,12.61,28.94,7.06,12.14,9.11,2.53,34.83,1.20,20.15
2012,44.67,93.59,76.00,3.42,8.97,40.69,6.02,10.66,8.19,2.11,25.28,6.91,19.46
2013,40.05,240.97,206.83,3.13,6.67,54.72,0.49,0.38,0.27,0.07,21.06,0.78,18.63
2014,33.18,226.57,186.70,2.95,6.56,55.64,4.29,6.47,4.60,1.29,28.17,7.32,20.29
2015,31.67,235.80,199.75,2.69,6.57,55.55,4.84,7.10,5.38,1.42,66.23,15.15,20.36
2016,36.18,221.06,199.78,2.68,7.78,46.91,16.51,26.20,20.05,5.94,61.56,17.94,23.40
2017,42.80,350.91,319.38,2.43,7.26,50.27,8.71,13.58,10.67,3.06,62.80,1.26,21.68
2018,41.40,184.31,167.15,2.40,7.87,46.37,13.81,23.36,17.47,5.23,49.61,15.69,23.26
