南仁湖,	5905
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,49.79,18.70,9.47,43.55,76.95,4.74,12.29,21.69,23.44,2.27,20.81,3.83,13.47
2002,42.60,20.95,13.55,34.24,82.90,4.40,12.55,19.84,30.38,2.45,20.04,3.56,13.56
2003,40.61,42.37,39.50,36.42,117.96,3.09,8.06,12.17,16.80,1.46,31.87,7.10,12.74
2004,38.01,72.61,68.49,42.49,177.19,2.05,10.63,16.63,17.49,2.13,92.70,9.18,14.79
2005,30.70,116.14,110.41,43.18,144.89,2.51,6.71,9.76,9.81,1.24,77.26,7.18,12.90
2006,24.31,86.89,84.68,44.00,144.51,2.52,5.40,7.20,8.30,0.91,24.77,3.02,12.87
2007,35.74,405.47,388.31,45.02,193.69,1.88,-0.88,-1.68,-2.40,-0.22,41.89,2.40,12.97
2008,34.89,51.72,50.92,87.95,167.66,2.17,-1.83,-3.82,-7.46,-0.48,4.69,1.94,12.53
2009,34.57,46.61,45.55,112.76,113.89,3.20,-5.13,-8.41,-23.17,-1.01,0.58,0.21,11.47
2010,10.65,225.03,214.76,181.60,92.39,3.95,-7.01,-9.75,-33.90,-1.13,47.48,2.45,11.59
2011,30.07,846.31,835.70,51.68,86.17,4.23,0.34,0.15,0.75,0.02,29.43,0.97,12.17
2012,33.18,337.17,261.59,40.33,2.33,156.65,-3.09,-5.29,-31.41,-0.62,-25.86,-1.03,11.46
2013,40.65,97.32,83.70,75.41,1.81,201.65,2.91,3.97,7.81,0.44,19.70,15.40,11.92
2014,36.12,98.06,81.20,44.72,2.95,123.72,3.74,5.25,9.87,0.66,37.52,23.04,12.13
2015,34.05,105.78,83.88,35.11,1.65,221.21,2.95,3.71,7.42,0.37,39.19,19.98,11.99
2016,33.73,214.70,161.04,35.55,1.50,243.33,2.99,4.02,7.40,0.40,72.65,18.70,12.05
2017,29.05,217.24,187.00,32.09,2.30,158.69,2.83,3.83,6.95,0.42,80.03,17.73,12.19
2018,24.29,216.26,203.02,27.14,4.89,74.64,2.35,3.07,6.39,0.44,69.55,14.55,12.27
