台星科,	3265
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2003,39.31,136.33,134.16,5.06,NA,NA,6.72,9.14,20.77,1.16,79.26,13.03,12.65
2004,42.51,121.75,120.64,5.03,NA,NA,6.34,9.00,17.23,1.10,91.56,15.00,12.74
2005,40.89,203.24,199.54,3.87,NA,NA,5.96,9.00,16.93,1.20,99.69,12.50,13.88
2006,37.39,247.37,245.18,4.65,NA,NA,9.60,14.42,23.37,2.03,174.62,17.43,14.70
2007,26.15,362.75,361.28,4.74,NA,NA,6.45,8.69,16.43,1.22,234.67,9.92,13.99
2009,18.56,709.39,707.35,5.07,NA,NA,2.81,3.09,9.65,0.42,139.59,12.46,13.43
2010,12.81,647.15,646.52,5.80,NA,NA,13.24,15.50,36.56,2.22,233.42,12.88,15.23
2011,8.50,688.71,685.64,5.42,NA,NA,11.14,12.44,38.76,2.41,285.90,7.83,22.07
2012,6.66,900.43,898.00,6.51,NA,NA,14.72,15.93,38.76,3.61,334.81,5.77,23.33
2013,5.96,921.29,905.03,5.77,NA,NA,15.61,16.66,37.35,4.02,342.62,5.80,24.95
2014,5.04,1321.87,1303.26,5.41,NA,NA,13.75,14.55,30.97,3.71,404.74,5.40,26.12
2015,58.20,486.00,471.30,4.98,45.63,7.99,-2.50,-7.30,-9.30,-1.20,153.84,6.65,23.60
2016,46.50,285.80,275.60,4.08,42.79,8.53,10.20,17.50,18.10,4.49,47.32,3.95,27.76
2017,28.70,225.70,219.00,2.45,33.41,10.92,12.10,18.00,25.60,5.34,113.16,12.42,31.63
