普萊德,	6263
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,30.28,316.13,285.88,28.46,22.25,16.40,28.59,43.08,10.93,5.74,83.29,34.95,16.15
2002,27.68,352.39,320.70,25.44,18.44,19.79,31.77,44.58,15.22,6.11,103.85,37.16,16.69
2003,26.48,369.67,340.91,17.36,16.22,22.50,29.07,39.82,16.80,6.01,90.82,23.15,17.25
2004,22.93,421.10,373.19,17.53,12.44,29.34,25.85,34.28,16.42,5.34,98.34,15.21,17.01
2005,18.95,508.07,442.55,17.36,8.96,40.73,27.08,34.20,18.64,5.35,99.15,9.55,17.12
2006,18.34,525.90,449.58,12.29,7.03,51.92,22.28,27.38,17.70,4.31,93.32,5.38,16.54
2007,13.55,719.97,613.58,11.59,6.40,57.03,21.36,25.41,17.45,4.01,145.72,6.77,16.41
2008,13.06,746.25,642.13,12.24,5.70,64.03,15.49,17.86,14.44,2.74,226.33,16.44,15.28
2009,14.36,678.94,620.60,11.10,5.62,64.94,13.00,15.07,15.49,2.27,132.55,9.36,15.25
2010,11.70,832.11,709.28,14.70,5.75,63.47,10.09,11.60,11.61,1.72,53.35,-3.98,14.89
2011,14.94,655.30,567.09,18.68,4.70,77.65,8.77,10.12,10.21,1.51,86.94,5.15,14.90
2012,14.61,672.32,597.57,18.92,5.80,62.93,14.41,16.91,15.24,2.62,110.54,10.05,16.11
2013,18.83,530.15,456.99,17.73,5.22,69.92,16.20,19.50,17.81,3.20,85.41,7.32,16.96
2014,18.86,528.05,445.84,16.74,4.62,79.00,18.69,23.02,19.12,4.00,79.71,4.03,18.08
2015,15.87,632.81,533.00,16.79,3.91,93.35,19.30,23.35,21.02,4.26,114.45,3.63,18.73
2016,19.19,523.20,441.62,19.51,3.63,100.55,19.01,23.06,21.42,4.38,114.10,6.67,19.30
2017,17.30,584.80,495.89,18.03,3.76,97.07,20.24,24.76,22.51,4.90,103.29,1.78,20.30
2018,18.05,558.87,470.51,14.97,3.59,101.67,19.29,23.43,22.01,4.82,102.93,1.46,20.82
