建國,	5515
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,63.90,105.30,42.58,6.66,NA,NA,3.95,5.37,2.71,0.60,1.29,0.61,11.07
2001,60.66,95.79,43.19,9.79,NA,NA,5.88,12.28,5.15,1.45,42.66,17.93,12.57
2002,59.59,100.15,70.80,5.27,NA,NA,6.99,15.69,9.17,1.95,19.64,8.78,13.23
2003,43.38,131.32,106.41,4.69,NA,NA,7.26,14.05,7.97,1.87,16.59,6.06,13.66
2004,37.97,97.63,60.77,5.47,NA,NA,8.38,13.93,10.89,1.74,23.33,7.66,13.13
2005,34.68,127.62,91.47,10.06,NA,NA,8.66,13.48,9.36,1.82,76.55,16.74,14.52
2006,34.59,144.19,91.72,8.38,NA,NA,9.22,15.02,10.23,1.97,8.60,0.81,15.01
2007,31.26,142.76,91.94,5.38,NA,NA,9.62,14.24,13.09,2.08,9.42,1.18,16.20
2008,45.60,152.61,96.06,5.68,NA,NA,7.95,12.76,7.77,1.84,0.00,0.00,15.05
2009,39.66,195.97,139.50,4.27,NA,NA,8.21,13.88,10.12,2.02,7.23,1.00,14.77
2010,38.25,185.50,115.81,3.63,NA,NA,7.97,12.74,11.55,1.70,5.16,-0.05,13.66
2011,42.84,180.58,93.87,3.25,NA,NA,5.82,9.54,10.55,1.27,0.00,0.00,14.10
2012,42.93,172.39,100.66,5.27,NA,NA,6.77,11.42,11.19,1.64,7.02,-0.71,14.59
2013,41.09,262.99,222.37,2.04,NA,NA,10.45,19.16,16.72,3.03,6.09,-1.95,17.34
2014,42.19,350.81,286.42,1.81,NA,NA,2.04,3.13,2.76,0.53,-30.79,-13.09,17.42
2015,42.74,381.31,339.31,1.31,NA,NA,-1.48,-3.01,-3.47,-0.51,22.68,3.97,16.06
2016,43.86,315.75,311.75,1.79,NA,NA,0.73,0.80,0.81,0.13,30.95,8.47,15.00
2017,50.69,225.45,167.07,2.30,NA,NA,2.10,3.47,3.00,0.51,-12.04,-10.22,14.64
2018,47.30,270.71,228.75,2.55,NA,NA,2.36,4.21,3.04,0.62,6.54,0.46,14.81
