皇將,	4744
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2008,46.86,171.92,117.48,4.20,3.80,96.05,19.34,43.10,11.96,7.90,60.39,69.16,19.04
2009,57.81,132.33,90.12,4.30,4.44,82.20,8.38,17.31,5.98,3.02,33.35,2.32,15.88
2010,59.60,133.19,82.82,3.77,4.00,91.25,0.32,0.28,0.12,0.05,-7.35,-14.32,19.16
2011,67.05,108.56,68.35,4.10,4.10,89.02,-7.52,-22.38,-10.37,-3.87,7.42,5.27,15.44
2012,66.73,106.13,62.63,4.60,3.51,103.98,1.82,2.86,1.23,0.45,2.92,2.00,15.74
2013,76.73,92.17,35.29,5.07,1.78,205.05,-6.37,-27.36,-9.24,-3.15,13.85,17.02,9.97
2014,69.45,111.60,43.99,5.27,1.12,325.89,2.14,5.29,2.20,0.55,4.53,4.92,11.76
2015,62.71,122.65,76.61,6.76,1.68,217.26,4.82,12.70,4.23,1.56,13.01,10.51,13.24
2016,54.02,235.03,178.87,6.19,1.79,203.91,11.16,24.77,11.44,3.90,35.45,12.91,17.99
2017,51.10,227.73,149.92,7.53,1.41,258.86,2.89,4.80,3.33,0.84,21.30,0.40,17.01
