鋐寶科技,	6674
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2017,65.07,144.10,64.53,18.86,2.62,139.31,3.88,12.47,2.67,3.03,3.79,4.71,25.65
2018,42.39,218.47,110.83,22.92,2.58,141.47,4.86,10.97,3.47,3.02,-4.83,-5.27,27.16
