宇瞻,	8271
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2006,62.80,149.06,83.44,14.24,14.67,24.88,7.92,16.55,1.36,2.00,-37.73,-58.62,13.11
2007,71.69,125.58,82.99,15.66,15.51,23.53,-8.10,-28.15,-1.66,-2.94,-9.27,-35.92,8.32
2008,40.92,201.17,149.60,13.06,15.60,23.39,1.57,2.44,0.21,0.21,213.79,136.51,8.54
2009,44.15,205.74,118.45,14.86,17.64,20.69,16.25,28.14,2.75,2.79,-33.52,-24.04,11.29
2010,35.03,267.51,176.64,16.92,13.74,26.56,13.09,21.28,2.60,2.92,35.89,14.84,14.42
2011,34.63,269.32,187.24,15.17,9.68,37.70,9.19,14.10,2.97,2.02,56.61,20.06,14.88
2012,33.04,282.53,204.13,12.47,7.96,45.85,13.13,19.76,5.38,3.07,22.74,2.44,16.44
2013,36.15,215.66,121.58,13.18,8.29,44.02,12.70,19.88,4.55,3.33,44.76,15.13,17.72
2014,36.24,220.37,130.02,11.49,6.96,52.44,12.64,19.66,4.81,3.63,13.66,-2.51,19.17
2015,26.30,291.87,223.11,8.43,6.44,56.67,5.76,8.31,3.09,1.53,68.49,11.65,18.97
2016,36.76,208.15,114.36,7.77,5.74,63.58,9.03,13.16,5.11,2.74,9.96,-2.00,24.03
2017,44.56,178.55,98.04,8.80,6.04,60.43,9.76,16.20,4.03,4.02,1.95,-10.35,25.45
2018,36.95,206.44,127.47,7.64,5.80,62.93,8.19,13.63,3.80,3.56,53.93,19.53,26.71
