寶利徠,	1813
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2007,28.15,137.80,51.26,6.22,1.92,190.10,3.50,4.86,28.79,2.42,156.01,14.57,13.02
2008,32.35,132.59,50.83,6.19,1.64,222.56,11.43,15.77,27.15,1.93,86.50,9.45,12.74
2009,31.38,143.43,64.59,5.70,1.70,214.70,8.22,11.81,20.82,1.60,64.38,8.18,14.06
2010,44.45,214.56,156.63,5.54,2.36,154.66,6.08,9.22,13.81,1.38,64.36,7.07,15.87
2011,38.76,82.38,46.72,4.34,2.29,159.38,7.11,11.35,18.21,1.82,37.28,6.41,16.15
2012,33.99,110.13,73.47,4.42,2.32,157.32,12.98,19.66,28.59,2.96,61.06,12.55,17.88
2013,8.19,691.78,516.58,4.27,2.74,133.21,9.05,11.41,22.96,2.13,396.16,6.60,20.76
2014,9.03,612.44,455.05,4.26,2.76,132.24,9.20,10.06,26.17,2.09,195.27,2.15,20.86
2015,9.80,597.84,418.71,3.83,2.36,154.66,8.98,9.91,25.19,2.12,173.66,5.12,21.88
2016,11.28,373.61,246.52,3.40,1.85,197.29,3.77,4.16,13.81,0.95,130.63,2.58,21.04
2017,23.57,204.51,160.87,4.93,2.38,153.36,-1.42,-1.87,-4.95,0.05,30.33,2.20,19.80
