金益鼎,	8390
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2006,29.92,127.21,75.77,9.03,6.84,53.36,16.26,22.00,16.34,2.15,75.36,20.59,13.67
2007,19.73,277.94,161.90,15.64,6.03,60.53,22.96,29.51,18.90,4.38,77.25,14.55,18.01
2009,33.60,799.26,535.44,17.11,4.39,83.14,7.59,10.36,9.38,1.87,0.00,0.00,18.77
2010,44.18,121.10,61.35,10.72,4.39,83.14,8.64,13.41,7.32,2.50,6.51,-1.06,19.07
2011,39.13,326.96,171.70,10.46,4.31,84.68,9.85,15.71,7.70,3.20,0.00,0.00,22.56
2012,34.76,242.38,119.10,11.78,4.35,83.90,4.81,6.97,3.88,1.50,55.50,7.84,21.88
2013,47.27,139.72,73.26,11.62,4.47,81.65,0.09,-0.92,-0.38,0.10,2.80,-1.16,21.25
2014,44.91,285.45,142.27,10.27,4.48,81.47,1.22,0.75,0.33,0.50,0.00,0.00,21.74
2015,36.67,321.04,183.00,7.87,3.92,93.11,-4.42,-8.69,-5.30,-1.12,32.53,7.46,18.76
2016,35.19,281.86,112.90,10.08,3.91,93.35,0.44,0.06,0.03,0.12,6.73,1.06,18.19
2017,43.50,218.28,97.66,13.32,4.05,90.12,2.09,2.95,1.28,0.52,6.41,1.90,18.01
2018,38.20,251.37,130.23,11.52,4.05,90.12,2.10,2.88,1.25,0.80,5.31,0.73,18.91
