崧騰,	3484
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2005,45.32,113.98,106.12,2.65,19.47,18.74,9.26,15.69,12.46,2.86,41.38,17.27,19.25
2006,44.64,122.39,111.98,2.98,25.01,14.59,9.78,17.62,10.76,3.24,NA,NA,19.58
2007,38.91,147.83,141.38,3.36,30.54,11.95,11.04,18.74,11.14,3.92,40.45,14.70,21.81
2008,33.81,167.09,152.57,3.41,28.59,12.76,10.88,16.97,11.19,3.46,-4.27,-6.60,21.49
2009,34.64,148.39,134.20,3.29,20.98,17.39,10.59,16.04,11.68,3.33,30.26,6.74,21.70
2010,29.34,173.93,156.50,4.40,28.22,12.93,11.42,16.71,10.79,3.45,15.82,-0.40,23.11
2011,31.09,170.66,144.68,4.00,15.27,23.90,5.20,7.44,5.37,1.67,21.29,2.27,23.12
2012,29.60,169.83,142.11,4.41,11.58,31.51,2.63,3.74,2.88,0.79,23.02,2.69,20.79
2013,47.30,192.76,138.67,4.11,3.77,96.81,4.53,8.08,4.36,1.71,3.84,0.00,21.68
2014,49.29,218.77,160.54,4.36,3.83,95.30,8.27,15.57,7.22,3.75,23.07,6.64,25.24
2015,44.72,228.99,164.49,3.96,3.52,103.69,6.52,11.83,6.00,3.04,19.89,1.59,25.69
2016,53.37,165.41,118.97,4.11,3.44,106.10,5.56,10.52,5.22,2.71,25.83,11.25,25.13
2017,51.14,173.16,115.04,4.86,3.44,106.10,1.03,4.99,4.55,2.54,17.23,4.73,24.67
2018,51.47,168.03,106.25,5.83,3.29,110.94,3.70,6.95,3.13,1.78,2.21,-3.62,24.79
