永豐金,	2890
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2002,15.84,3426.00,NA,NA,NA,NA,3.49,3.54,78.99,0.45,NA,NA,11.95
2003,16.38,1376.50,NA,NA,NA,NA,8.21,9.18,85.04,1.20,NA,NA,12.53
2004,15.27,77.23,NA,NA,NA,NA,8.29,9.35,92.77,1.24,NA,NA,13.02
2005,5.03,231.09,NA,NA,NA,NA,6.14,6.48,92.90,0.82,NA,NA,12.82
2006,6.12,NA,NA,NA,NA,NA,3.01,3.07,93.51,0.39,NA,NA,n/a
2007,5.80,NA,NA,NA,NA,NA,2.83,2.91,87.72,0.36,NA,NA,n/a
2008,7.96,NA,NA,NA,NA,NA,-3.99,-4.39,92.61,-0.53,NA,NA,n/a
2009,9.45,NA,NA,NA,NA,NA,1.05,1.10,62.41,0.13,NA,NA,n/a
2010,9.88,NA,NA,NA,NA,NA,5.50,6.02,96.37,0.73,NA,NA,n/a
2011,10.32,NA,NA,NA,NA,NA,3.20,3.47,94.08,0.42,NA,NA,n/a
2012,10.83,NA,NA,NA,NA,NA,9.13,10.11,98.13,1.26,NA,NA,n/a
2013,92.60,NA,NA,NA,NA,NA,1.39,10.46,32.77,1.32,NA,NA,13.21
2014,91.89,NA,NA,NA,NA,NA,1.57,11.10,33.74,1.45,NA,NA,13.26
2015,91.70,NA,NA,NA,NA,NA,1.37,8.44,33.34,1.07,NA,NA,12.95
2016,92.02,NA,NA,NA,NA,NA,1.07,6.24,26.87,0.78,NA,NA,12.54
2017,91.35,NA,NA,NA,NA,NA,1.17,6.68,27.95,0.82,NA,NA,12.51
