康和證,	6016
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,57.51,137.09,136.96,NA,NA,NA,0.66,2.11,4.19,0.28,58.19,77.45,12.76
2001,56.11,141.30,141.13,NA,NA,NA,3.34,8.23,24.09,1.02,NA,NA,12.70
2002,59.79,135.17,134.97,NA,NA,NA,0.06,0.14,0.52,0.02,2.52,3.48,12.11
2003,60.42,130.29,130.10,NA,NA,NA,1.59,4.12,14.67,0.51,NA,NA,12.14
2004,62.17,146.31,146.19,NA,NA,NA,1.41,3.70,13.00,0.44,NA,NA,12.66
2005,64.93,124.61,124.51,NA,NA,NA,-1.16,-3.15,-13.77,-0.37,8.95,13.95,11.93
2006,66.59,124.52,124.44,NA,NA,NA,2.23,6.52,21.45,0.78,NA,NA,0
2007,61.74,152.11,151.99,NA,NA,NA,3.25,9.06,17.89,1.12,NA,NA,0
2008,43.03,171.03,170.75,NA,NA,NA,-2.12,-4.67,-15.99,-0.55,123.70,80.62,0
2009,53.93,145.94,145.38,NA,NA,NA,2.50,5.01,16.05,0.58,NA,NA,0
2010,61.18,133.34,133.03,NA,NA,NA,0.63,1.54,5.93,0.18,NA,NA,0
2011,61.88,128.96,128.79,NA,NA,NA,-1.81,-4.77,-12.97,-0.54,23.64,35.79,0
2012,67.92,121.18,121.02,NA,NA,NA,0.04,0.10,0.36,0.01,3.26,6.62,0
2013,76.66,118.68,118.57,NA,NA,NA,0.07,0.28,1.05,0.03,NA,NA,11.26
2014,80.04,115.18,115.12,NA,NA,NA,0.21,0.96,3.19,0.10,NA,NA,11.47
2015,77.14,118.78,118.71,NA,NA,NA,0.66,3.12,9.82,0.35,9.27,28.67,11.79
2016,75.95,119.43,119.30,NA,NA,NA,-1.13,-4.85,-21.66,-0.57,3.15,7.30,11.49
2017,78.01,118.00,NA,NA,NA,NA,2.19,9.62,24.26,1.15,NA,NA,12.61
2018,65.76,131.08,NA,NA,NA,NA,-1.01,-3.80,-19.91,-0.45,NA,NA,11.74
