樂斯科,	6662
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%)
2018,13.59,577.08,306.46,4.31,3.15,115.87,13.72,16.08,18.09,2.28,182.04,9.32,14.54
