宏遠證,	6015
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,55.37,99.25,99.16,NA,NA,NA,-5.63,-14.07,-43.28,-1.63,NA,NA,10.78
2001,44.62,89.93,89.85,NA,NA,NA,-7.47,-15.24,-58.51,-1.53,NA,NA,9.29
2002,35.72,96.71,96.59,NA,NA,NA,-7.05,-11.87,-78.85,-1.04,2.37,0.83,8.26
2003,33.86,108.32,108.20,NA,NA,NA,0.03,0.05,0.24,0.00,-5.52,-1.73,8.25
2004,39.33,102.00,101.61,NA,NA,NA,-13.59,-21.37,-135.30,-1.59,0.00,0.00,6.66
2005,54.51,101.92,101.82,NA,NA,NA,-6.29,-12.16,-69.72,-1.26,NA,NA,9.03
2006,62.87,101.90,101.78,NA,NA,NA,1.48,3.63,14.35,0.33,1.67,2.32,0
2007,62.65,126.11,125.92,NA,NA,NA,4.63,12.43,29.95,1.23,NA,NA,0
2008,65.60,117.53,117.46,NA,NA,NA,-7.46,-20.73,-47.18,-1.97,4.52,7.31,0
2009,59.34,126.95,126.87,NA,NA,NA,2.68,7.15,15.11,0.63,NA,NA,0
2010,53.50,137.96,137.74,NA,NA,NA,0.15,0.35,1.22,0.03,14.42,14.40,0
2011,64.32,119.88,119.78,NA,NA,NA,-4.77,-12.55,-56.62,-1.10,NA,NA,0
2012,49.38,184.92,184.77,NA,NA,NA,16.06,37.10,61.27,3.85,NA,NA,0
2013,57.45,160.76,160.65,NA,NA,NA,2.20,5.09,25.48,0.61,1.53,NA,11.61
2014,62.12,145.89,145.83,NA,NA,NA,1.37,3.43,16.15,0.40,7.96,9.94,11.74
2015,57.35,158.12,158.03,NA,NA,NA,-2.08,-5.20,-62.75,-0.60,7.14,6.54,11.22
2016,54.36,163.19,163.12,NA,NA,NA,-1.57,-3.57,-33.25,-0.40,NA,NA,11.32
2017,61.57,147.93,147.88,NA,NA,NA,2.01,4.83,23.62,0.57,NA,NA,12.00
2018,66.71,135.53,135.33,NA,NA,NA,-3.82,-10.66,-125.85,-1.20,NA,NA,10.69
