所羅門,	2359
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,47.00,89.00,65.00,4.00,7.00,52.14,9.00,12.00,9.00,1.72,0.00,0.00,19.35
2001,51.00,87.00,78.00,3.00,7.00,52.14,-5.00,-15.00,-18.00,-2.18,0.00,0.00,13.12
2002,57.00,62.00,51.00,3.49,13.00,28.07,-10.00,-25.00,-24.00,-2.93,2.99,2.43,10.10
2003,56.00,71.00,57.00,4.53,11.00,33.18,1.00,-2.00,-0.90,-0.15,0.00,0.00,10.04
2004,60.00,73.00,54.00,5.39,11.00,33.18,5.90,-17.00,-7.09,-1.52,0.00,-2.66,8.07
2005,55.00,91.00,78.00,4.95,10.00,36.50,0.62,-1.75,-0.76,-0.14,7.09,5.78,8.26
2006,41.23,135.35,120.77,5.00,13.70,26.64,11.91,20.27,19.09,2.67,23.46,8.23,10.93
2007,28.00,245.00,213.00,5.23,10.00,36.50,20.92,30.56,23.06,4.01,0.00,0.00,15.08
2008,27.00,168.00,156.00,5.02,33.00,11.06,0.50,0.13,0.14,0.02,58.03,12.06,17.88
2009,19.00,221.00,199.00,7.60,28.00,13.03,3.20,3.90,3.87,0.76,146.19,26.83,20.11
2010,14.06,305.42,264.55,8.99,24.36,14.98,2.52,2.95,2.30,0.60,NA,NA,20.47
2011,15.68,238.76,202.23,6.38,22.57,16.17,1.24,2.82,2.90,0.57,4.44,NA,20.14
2012,8.76,420.73,328.06,7.02,33.74,10.81,0.46,0.46,0.54,0.09,37.93,4.45,20.77
2013,10.46,357.34,277.58,7.17,16.39,22.26,1.99,2.17,2.50,0.47,15.72,5.36,22.53
2014,19.61,354.68,299.50,3.69,13.96,26.14,7.05,8.06,6.57,1.91,15.43,9.04,25.14
2015,19.22,363.11,314.89,3.30,11.16,32.70,6.75,8.35,8.82,2.15,53.45,9.04,26.53
2016,17.52,405.74,354.51,3.41,9.02,40.46,3.19,3.17,4.73,0.95,47.87,10.71,26.03
2017,19.78,360.53,303.30,3.94,9.33,39.12,1.11,1.35,1.62,0.38,2.71,-56.51,25.00
2018,21.59,338.65,273.45,3.99,4.68,77.99,5.36,6.67,8.02,1.65,15.58,0.49,25.96
