鴻名,	3021
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,46.82,183.80,125.90,5.14,7.75,47.09,26.25,49.90,10.38,8.03,-1.25,-0.91,20.17
2001,58.46,206.98,114.06,4.54,4.94,73.88,18.59,38.83,9.13,5.78,-4.12,-4.68,17.40
2002,59.02,331.84,267.38,3.47,4.68,77.99,3.05,4.89,1.61,0.71,5.15,-1.09,16.62
2003,73.01,111.54,82.40,2.26,4.51,80.93,-9.56,-32.55,-13.48,-4.40,-0.23,-0.43,10.80
2004,89.07,39.95,31.41,1.38,2.16,168.98,-38.77,-178.52,-83.64,-10.53,25.46,86.05,1.53
2005,82.89,71.01,52.91,0.69,0.35,1042.85,-9.62,-91.13,-62.12,-0.97,5.52,4.48,0.56
2006,91.52,93.50,49.34,0.89,0.66,553.03,-10.79,-96.69,-45.87,-3.65,-37.33,-11.38,1.94
2007,61.95,186.75,161.05,2.76,3.97,91.93,2.03,1.12,0.34,0.04,1.19,0.42,6.14
2008,31.96,223.56,192.23,2.38,3.14,116.24,0.85,0.60,0.53,0.04,12.23,4.96,7.35
2009,23.06,323.91,306.29,2.56,3.90,93.58,0.43,0.38,0.50,0.03,-24.53,-3.53,7.94
2010,25.82,163.44,149.32,2.55,9.58,38.10,5.10,6.46,11.15,0.52,1.50,0.30,8.09
2011,27.35,138.81,128.18,3.24,59.99,6.08,18.67,25.15,18.63,1.11,12.93,3.53,9.55
2012,23.43,148.47,133.36,3.41,38.92,9.37,5.03,6.42,9.65,0.63,-8.62,-1.86,9.97
2013,28.00,2.81,2.10,3.06,4.73,77.16,3.27,4.35,3.00,0.45,16.00,6.00,10.62
2014,32.00,2.39,1.68,3.47,3.99,91.47,4.94,6.83,5.00,0.75,11.00,6.00,11.47
2015,41.00,1.92,1.43,3.33,3.72,98.11,4.71,7.15,5.00,0.82,0.00,-11.39,11.44
2016,41.00,1.99,1.55,3.44,4.16,87.74,5.68,9.07,6.00,1.05,36.00,42.00,12.01
2017,42.00,1.92,1.43,3.69,4.41,82.76,5.78,9.41,5.00,1.15,4.00,-5.00,12.33
2018,47.00,1.73,1.21,3.90,3.91,93.35,6.06,10.46,5.00,1.30,12.00,8.00,12.66
