聯合再生,	3576
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2005,0.28,35093.05,35089.52,NA,NA,NA,-1.58,-1.58,NA,-0.44,-183.34,-0.52,n/a
2006,33.57,164.96,81.09,8.11,4.54,80.39,1.26,1.53,2.45,0.16,-80.64,-39.65,n/a
2007,35.58,154.03,56.20,27.65,10.01,36.46,22.08,33.74,14.97,5.98,-107.94,-57.66,26.88
2008,49.77,345.96,139.64,47.56,6.73,54.23,12.58,20.43,8.17,6.12,0.00,0.00,38.25
2009,51.36,223.22,180.20,19.07,6.11,59.73,-8.40,-20.36,-11.06,-5.99,66.81,16.97,26.81
2010,31.78,198.27,158.37,12.87,11.35,32.15,18.27,27.75,13.59,11.55,46.36,15.81,47.29
2011,33.69,160.90,137.05,10.34,13.61,26.81,-13.49,-20.26,-14.08,-7.76,0.00,0.00,33.93
2012,46.67,134.33,122.84,6.19,13.32,27.40,-19.40,-32.79,-34.01,-9.69,0.00,-8.53,23.68
2013,44.01,149.20,130.49,5.89,13.37,27.29,2.43,3.41,2.57,0.86,13.23,4.02,24.27
2014,41.80,211.13,180.37,5.79,12.39,29.45,1.25,1.19,0.89,0.28,2.82,0.05,24.82
2015,47.94,152.90,114.17,4.25,6.24,58.49,-3.46,-7.31,-6.93,-1.71,6.11,1.59,23.02
2016,54.74,137.52,96.32,3.89,3.70,98.64,-15.93,-34.61,-38.75,-6.53,-9.46,NA,15.78
2017,66.89,75.38,56.33,3.86,2.84,128.52,-10.01,-29.70,-40.59,-4.08,2.60,1.43,10.87
2018,55.73,106.35,88.13,4.52,4.06,89.90,0.13,-2.50,-3.57,-0.34,-4.44,-1.19,9.91
