崇越,	5434
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,55.40,140.00,81.15,5.49,7.72,47.27,21.89,49.67,10.31,9.93,28.97,63.84,24.53
2001,34.48,228.84,115.42,4.92,6.29,58.02,13.50,23.25,9.36,6.13,25.94,9.92,34.69
2002,43.57,201.76,121.10,3.83,8.41,43.40,12.57,20.36,8.99,5.74,NA,NA,29.93
2003,49.26,154.36,121.75,3.01,9.46,38.58,10.57,19.30,7.68,5.26,4.80,NA,28.30
2004,55.41,170.68,138.86,3.53,8.08,45.17,7.90,16.17,5.46,4.06,27.28,12.10,26.13
2005,41.36,153.67,98.02,3.57,6.02,60.63,7.50,14.06,5.44,3.61,9.77,NA,27.90
2006,44.19,143.15,85.34,4.04,5.62,64.94,7.70,13.46,5.52,3.57,3.55,NA,26.85
2007,50.72,131.18,77.52,6.22,7.24,50.41,9.26,17.74,4.60,4.60,10.99,2.97,27.14
2008,45.44,143.17,68.98,6.59,6.94,52.59,4.64,8.61,2.35,2.19,4.23,-7.56,25.16
2009,41.33,151.33,87.61,5.94,5.17,70.59,5.45,9.51,4.03,2.40,51.11,29.30,25.94
2010,43.05,155.55,100.93,7.68,7.12,51.26,9.74,16.84,5.63,4.49,16.75,6.99,28.31
2011,37.30,168.59,117.70,8.17,8.10,45.06,12.97,21.66,7.11,6.40,19.61,2.60,31.38
2012,37.42,156.31,108.88,7.97,9.74,37.47,10.61,16.92,5.78,5.40,42.05,11.14,32.46
2013,42.16,174.22,130.18,6.45,9.26,39.41,8.97,15.73,5.48,5.22,19.74,2.71,33.94
2014,45.98,158.77,114.29,6.88,9.93,36.75,8.91,15.82,5.21,5.44,24.68,7.72,35.22
2015,47.08,154.46,109.59,6.05,9.23,39.54,9.01,16.62,5.51,5.89,15.28,1.81,36.47
2016,51.74,141.52,94.81,6.47,8.24,44.29,9.98,19.51,5.99,7.25,28.49,14.49,38.55
2017,49.02,151.69,110.73,6.21,7.60,48.02,7.25,14.28,4.63,5.98,12.74,-0.07,41.67
2018,50.19,147.87,113.26,5.56,8.46,43.14,8.73,17.09,5.68,7.73,14.13,3.50,47.12
