麗嬰房,	2911
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,48.88,137.07,48.96,18.37,1.72,212.20,1.84,0.78,0.62,0.12,7.29,2.61,15.47
2001,44.97,94.84,23.06,19.63,1.70,214.70,2.05,0.78,1.26,0.22,7.11,3.19,15.13
2002,48.34,112.58,39.41,16.24,1.72,212.20,-4.81,-11.16,-9.70,-1.54,27.41,8.64,12.55
2003,45.66,123.58,41.84,14.19,1.88,194.14,2.67,3.91,3.09,0.51,27.68,8.35,12.86
2004,48.97,76.85,26.18,13.51,1.84,198.36,3.83,6.41,4.48,0.87,4.62,3.29,13.70
2005,44.94,182.43,60.79,13.12,1.70,214.70,6.35,11.26,7.91,1.57,32.29,6.47,14.73
2006,32.51,159.95,45.14,11.95,1.59,229.55,4.04,6.34,5.45,0.85,19.79,1.39,14.73
2007,34.54,172.83,63.72,10.37,1.57,232.48,4.84,6.98,6.90,1.06,12.97,3.02,15.82
2008,35.17,162.94,60.30,10.08,1.70,214.70,4.81,7.06,7.28,1.08,28.88,5.25,16.00
2009,35.21,212.49,79.94,10.20,1.91,191.09,7.17,10.62,11.73,1.64,52.08,5.57,16.09
2010,34.98,196.17,69.36,10.39,2.00,182.50,7.89,11.81,13.85,1.80,43.51,2.42,15.46
2011,28.23,158.99,56.68,11.39,1.99,183.41,6.07,8.68,10.59,1.38,25.78,-0.15,17.65
2012,31.96,110.24,41.21,10.78,1.94,188.14,3.35,4.63,5.92,0.77,5.81,-3.23,16.49
2013,56.33,190.89,75.78,8.28,1.87,195.18,-0.07,-1.70,-0.63,-0.34,12.87,2.79,15.59
2014,57.92,180.99,79.62,8.37,1.92,190.10,-0.57,-2.75,-1.01,-0.50,12.73,6.09,15.74
2015,59.10,134.20,50.21,8.74,1.80,202.77,-0.10,-1.57,-0.56,-0.32,-1.40,-1.10,14.95
2016,56.74,146.48,62.77,8.81,1.71,213.45,0.46,-0.38,-0.15,-0.10,11.74,3.41,14.16
2017,47.13,184.03,99.47,8.24,1.84,198.36,6.91,13.33,6.28,2.08,17.93,8.46,16.00
