鴻準,	2354
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,81.19,112.36,90.42,6.35,20.91,17.45,7.13,31.55,1.75,3.43,8.04,30.98,12.60
2001,63.24,138.51,134.27,3.94,19.51,18.70,2.86,11.18,1.12,1.50,20.54,32.03,14.25
2002,29.48,288.76,270.25,4.41,39.01,9.35,5.04,9.40,2.63,1.23,16.97,6.59,16.39
2003,34.27,185.74,162.80,6.43,31.25,11.68,10.22,15.05,4.47,2.41,*****,*****,17.16
2004,58.59,125.85,85.90,4.99,11.46,31.84,11.19,22.97,4.98,4.07,*****,*****,19.67
2005,24.19,185.67,151.23,4.96,10.72,34.04,17.15,30.41,9.19,6.34,192.38,56.50,23.97
2006,36.97,106.24,86.19,6.01,23.69,15.40,20.18,30.26,11.63,9.71,0.00,0.00,43.60
2007,24.45,245.76,217.33,6.36,29.81,12.24,15.92,23.24,9.60,11.92,0.00,0.00,64.98
2008,47.30,134.92,112.59,6.85,29.92,12.19,9.18,14.35,5.20,7.32,16.73,1.43,43.77
2009,40.32,97.53,91.48,6.40,33.05,11.04,8.66,14.76,5.41,6.44,18.02,10.55,49.11
2010,31.93,118.99,112.66,6.12,56.18,6.49,10.20,15.51,7.93,6.85,28.91,11.19,45.25
2011,30.70,111.41,107.35,5.55,72.63,5.02,10.61,15.29,9.46,6.84,8.66,1.78,46.40
2012,27.89,108.98,106.61,4.93,109.78,3.32,10.34,14.50,9.87,6.79,15.53,4.11,49.40
2013,27.27,283.60,267.99,3.21,18.14,20.12,7.07,10.78,7.43,5.39,57.73,14.73,52.93
2014,37.36,223.84,150.61,3.04,20.15,18.11,8.36,12.40,11.18,6.84,28.70,11.45,59.53
2015,26.27,323.33,256.73,3.30,18.16,20.09,9.67,14.08,12.25,8.76,63.54,14.20,65.15
2016,28.00,244.13,188.73,3.29,15.21,23.99,7.93,10.84,13.38,7.59,35.56,7.72,75.41
2017,37.53,172.66,141.77,3.91,34.19,10.67,5.60,8.26,6.74,7.05,10.42,1.81,95.10
2018,36.30,191.04,153.46,3.34,35.72,10.21,5.16,7.82,6.44,6.47,20.97,5.15,70.35
