大詠城,	4538
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%)
2018,28.29,334.26,267.58,3.25,8.54,42.74,10.16,13.74,11.49,1.89,117.10,6.19,14.03
