協禧,	3071
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2002,61.20,122.47,94.88,3.51,5.90,61.86,6.18,13.23,3.86,1.44,28.70,30.92,12.18
2003,61.71,120.26,91.40,3.16,5.77,63.25,7.69,17.96,5.85,2.18,8.00,5.42,12.79
2004,58.98,153.32,116.57,3.03,5.24,69.65,4.90,10.73,3.76,1.40,14.96,10.31,12.77
2005,59.05,140.71,104.34,3.73,5.79,63.03,5.07,11.01,3.73,1.39,20.16,16.09,13.23
2006,61.57,124.11,96.51,3.81,6.42,56.85,3.35,6.61,2.21,0.83,-3.10,-6.53,12.78
2007,66.77,97.02,78.00,3.23,7.58,48.15,-20.40,-59.00,-19.46,-5.11,6.24,6.43,7.17
2008,46.40,125.46,112.14,3.36,12.67,28.80,3.29,5.79,2.22,0.33,6.57,4.53,6.60
2009,43.59,157.43,139.95,3.22,14.86,24.56,8.78,15.32,9.15,1.09,43.63,19.88,7.59
2010,39.58,166.97,148.55,4.23,17.97,20.31,10.19,17.06,9.59,1.42,15.92,6.28,8.97
2011,37.83,128.59,118.13,3.80,19.21,19.00,2.88,4.22,2.83,0.44,8.76,4.85,10.99
2012,30.48,143.20,138.48,3.35,26.55,13.74,0.28,0.24,0.21,0.03,32.43,10.51,10.68
2013,44.58,171.91,133.51,3.13,7.16,50.97,-5.84,-9.87,-5.62,-1.06,0.00,-1.77,9.91
2014,41.59,182.50,144.72,2.78,5.99,60.93,0.17,0.07,0.04,0.00,6.68,3.32,10.22
2015,40.49,190.05,151.40,3.00,5.96,61.24,0.39,0.46,0.28,0.05,21.68,10.18,10.19
2016,39.31,196.96,162.39,3.21,5.97,61.13,3.67,5.83,3.87,0.59,27.43,12.50,10.19
2017,42.50,184.23,153.16,3.23,6.33,57.66,6.76,11.17,7.17,1.20,34.07,17.95,11.85
