力新,	5202
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,4.60,755.10,654.50,4.30,4.80,76.04,14.90,15.60,41.40,2.01,552.50,25.70,13.58
2001,4.70,727.70,563.50,3.70,18.50,19.72,7.50,7.90,23.10,1.00,260.00,8.00,12.71
2002,6.80,565.80,539.60,6.00,32.00,11.40,7.70,8.10,18.50,1.01,310.50,17.00,12.21
2003,6.90,659.30,625.90,4.00,5.60,65.17,-3.90,-4.30,-17.30,-0.50,*****,*****,10.68
2004,5.60,684.70,659.60,6.43,14.65,24.91,3.10,3.20,10.80,0.38,66.40,3.10,11.81
2005,5.20,738.30,645.60,5.60,8.40,43.45,4.90,5.10,17.70,0.61,63.20,*****,12.01
2006,4.98,628.89,465.12,5.12,8.01,45.56,-4.28,-4.51,-15.02,-0.52,404.16,10.22,11.24
2007,4.21,1287.30,1177.78,4.04,11.35,32.15,-3.10,-3.25,-14.73,-0.35,*****,*****,10.44
2008,3.16,1735.63,1597.17,8.17,33.48,10.90,1.00,1.04,3.95,0.10,866.20,41.37,9.72
2009,3.03,1755.08,1722.84,13.11,87.59,4.16,1.65,1.70,6.93,0.17,23.98,0.72,9.88
2010,4.01,1539.50,1501.67,9.40,92.10,3.96,5.96,6.18,26.70,0.63,198.92,7.78,10.41
2011,4.07,1127.09,1106.75,6.92,80.66,4.52,2.02,2.10,8.45,0.22,251.54,10.34,10.38
2012,5.43,990.35,977.98,6.03,47.10,7.74,-23.54,-24.71,-80.43,-2.45,34.05,1.84,9.46
2013,12.64,578.54,536.67,6.63,4.07,89.68,-14.81,-16.64,-32.12,-1.27,-20.84,-2.76,8.15
2014,11.48,657.28,615.18,6.73,3.98,91.70,1.88,2.11,3.97,0.07,-19.99,-2.32,8.30
2015,8.48,1014.80,977.58,5.48,6.30,57.93,4.04,4.49,7.85,0.38,-43.56,-3.60,8.69
2016,8.18,1090.31,1059.47,4.11,5.46,66.84,2.66,2.90,6.47,0.37,41.99,3.27,8.98
2017,9.35,833.13,802.73,4.67,4.50,81.11,2.49,2.73,6.79,0.36,17.41,1.65,9.23
2018,9.31,636.57,600.92,4.65,4.24,86.08,5.71,6.29,17.60,0.15,-43.03,-3.96,10.95
