基勝-KY,	8427
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2011,45.33,151.41,94.98,7.32,2.95,123.72,9.73,19.42,10.00,8.96,19.25,3.85,n/a
2012,30.89,209.30,100.16,6.68,2.54,143.70,6.16,9.97,6.57,4.02,-13.95,-9.43,n/a
2013,38.27,189.42,105.24,5.84,2.26,161.50,3.47,5.24,3.98,2.14,0.26,-6.01,41.36
2014,37.89,192.82,115.94,6.23,2.60,140.38,-0.14,-0.44,-0.30,-0.18,50.99,15.72,40.43
2015,39.34,198.96,147.32,5.22,2.62,139.31,6.43,10.34,7.69,4.28,43.35,14.51,42.69
2016,24.76,336.59,219.90,4.20,2.42,150.82,12.65,18.71,17.66,8.16,-22.80,-10.15,44.56
2017,42.45,183.44,114.97,3.86,2.25,162.22,0.73,1.03,0.92,0.43,-9.71,-11.11,39.66
