永昕,	4726
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2008,5.02,1347.12,1258.42,7.03,2.39,152.71,-24.74,-25.90,-853.26,-2.11,-510.85,-22.40,7.11
2009,6.30,980.72,855.97,2.74,0.73,500.00,-28.90,-30.60,-1202.29,-1.89,-511.63,-25.39,5.22
2010,7.03,747.38,593.60,6.63,0.75,486.66,-37.82,-40.49,-399.38,-1.77,-515.86,-24.16,3.50
2011,8.62,714.80,620.53,5.40,0.91,401.09,-37.48,-40.72,-400.43,-1.48,-285.90,-18.02,4.16
2012,13.69,428.21,343.44,5.23,2.17,168.20,-42.41,-47.59,-281.27,-1.75,-286.58,-22.32,3.09
2013,4.88,2037.07,2000.89,10.20,3.02,120.86,-8.83,-9.40,-138.58,-0.94,-68.08,-2.78,15.47
2014,4.07,2295.48,2252.74,4.48,4.49,81.29,-4.97,-5.21,-77.04,-0.79,-201.00,-6.55,14.75
2015,4.22,2019.14,1947.43,4.23,4.89,74.64,-6.87,-7.17,-82.22,-1.01,-105.32,-3.51,13.28
2016,5.26,1329.10,1229.21,6.03,4.21,86.69,-10.90,-11.44,-79.00,-1.45,-224.74,-8.49,11.98
2017,12.86,599.22,553.99,5.46,3.46,105.49,-13.94,-15.31,-59.11,-1.71,-35.64,-2.53,10.40
2018,18.92,258.56,212.41,3.53,3.22,113.35,-22.57,-26.76,-129.80,-2.50,-100.12,-10.66,8.25
