秋雨,	9929
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,61.89,98.71,89.16,3.56,12.35,29.55,6.39,12.44,10.74,1.55,17.65,5.59,13.09
2001,54.93,70.25,62.38,4.24,17.52,20.83,5.18,7.48,6.40,1.00,24.02,9.45,12.41
2002,53.72,58.76,52.34,3.74,16.33,22.35,1.43,-0.31,-0.35,-0.04,21.55,6.58,11.19
2003,54.92,54.55,49.86,3.33,22.59,16.15,-2.48,-8.03,-9.62,-0.88,9.97,4.22,10.18
2004,58.99,52.66,48.55,3.38,27.62,13.21,-7.13,-19.29,-20.10,-1.77,17.44,7.78,8.12
2005,51.22,49.02,45.51,3.28,29.28,12.46,3.56,5.44,5.85,0.47,20.32,6.64,9.27
2006,50.45,51.22,46.42,3.03,26.88,13.57,-0.28,-2.87,-3.83,-0.26,9.05,2.84,9.15
2007,44.53,64.52,55.89,3.17,19.63,18.59,-6.06,-13.57,-18.08,-1.17,15.49,3.67,8.02
2008,43.53,63.10,56.25,3.63,21.05,17.33,-3.86,-8.09,-9.74,-0.63,10.18,2.37,7.60
2009,38.36,74.12,64.06,3.57,20.66,17.66,0.61,0.09,0.13,0.01,17.74,2.60,7.82
2010,40.02,81.26,68.00,4.16,18.52,19.70,-3.33,-6.53,-8.29,-0.49,12.55,1.87,7.14
2011,41.00,80.25,64.89,3.89,15.04,24.26,-3.43,-6.88,-8.13,-0.49,27.45,4.05,6.96
2012,40.28,119.76,101.03,3.78,14.47,25.22,-3.62,-6.97,-7.84,-0.46,37.83,3.49,6.35
2013,67.73,56.96,45.81,2.09,14.34,25.45,-7.85,-24.71,-15.99,-1.06,9.10,2.78,4.74
2014,71.16,41.42,32.79,2.04,14.20,25.70,-6.37,-25.29,-12.74,-0.92,0.03,0.01,3.89
2015,50.26,132.44,118.32,1.92,15.16,24.07,-14.54,-40.55,-28.02,-1.86,-12.53,-1.73,6.21
2016,21.06,258.67,235.71,3.29,11.52,31.68,7.96,12.60,19.40,0.80,-46.19,-3.09,6.59
2017,20.27,260.79,230.31,4.49,14.33,25.47,0.24,0.30,0.46,0.02,10.80,0.71,6.47
