同致,	3552
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2006,40.06,80.72,56.72,3.04,4.39,83.14,10.33,18.14,16.88,2.03,1.07,0.55,16.04
2007,40.02,125.30,96.47,4.04,6.62,55.13,12.52,20.21,19.16,3.25,0.07,0.32,18.77
2008,42.58,74.18,47.85,5.45,7.36,49.59,7.98,12.83,12.27,2.39,11.47,0.29,20.75
2009,42.27,112.51,98.83,6.33,9.82,37.16,14.50,24.83,24.09,5.07,12.24,3.46,23.69
2010,41.31,174.34,159.10,4.91,16.22,22.50,14.97,24.93,24.50,6.16,3.31,-0.35,29.32
2011,41.32,81.99,70.83,3.73,11.62,31.41,9.51,15.42,20.80,4.03,13.30,6.36,27.38
2012,38.65,96.06,84.55,4.68,13.29,27.46,9.28,14.93,16.34,4.22,22.77,2.44,29.45
2013,49.46,164.75,123.77,3.90,3.44,106.10,8.54,16.96,8.99,5.17,10.79,4.45,33.76
2014,50.42,155.20,113.45,3.37,2.91,125.42,8.15,15.84,9.25,5.76,14.10,5.46,39.06
2015,55.57,145.12,104.36,2.96,2.91,125.42,10.81,22.58,11.22,9.39,2.04,-4.30,44.12
2016,56.18,143.92,100.41,2.72,3.12,116.98,13.72,30.27,12.20,14.22,2.34,-6.37,49.72
2017,57.38,143.55,100.87,1.92,2.52,144.84,4.93,10.43,5.50,5.04,17.80,5.01,46.94
