華東,	8110
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2004,47.00,114.70,86.90,4.40,9.60,38.02,3.60,5.30,4.60,0.46,39.90,5.30,8.81
2005,52.50,118.30,94.10,4.26,8.20,44.51,7.70,13.50,10.40,1.29,33.50,5.20,10.37
2006,44.47,125.84,96.98,4.31,8.63,42.29,8.89,15.68,11.18,1.83,61.20,9.67,12.80
2007,49.52,151.64,128.21,4.33,9.22,39.58,8.44,14.87,11.46,1.94,73.73,7.30,13.41
2008,49.66,151.80,133.09,4.29,11.34,32.18,1.36,1.24,1.21,0.15,77.62,7.99,11.74
2009,47.14,112.35,100.21,4.14,12.11,30.14,2.32,3.66,4.00,0.45,42.20,6.40,12.86
2010,57.18,112.65,97.58,4.73,13.24,27.56,6.96,14.21,12.45,1.91,85.91,10.37,14.25
2011,59.11,125.01,98.26,5.63,10.49,34.79,1.10,1.61,1.47,0.22,125.37,9.20,13.68
2012,59.09,107.74,76.84,7.40,9.27,39.37,-0.86,-3.42,-2.98,-0.46,98.73,8.03,12.99
2013,58.77,125.05,97.29,6.57,9.34,39.07,2.65,4.86,3.63,0.64,83.00,7.32,13.70
2014,53.16,156.34,128.43,6.54,10.47,34.86,5.94,11.96,8.74,1.74,133.00,9.49,15.63
2015,50.56,152.37,125.67,6.46,9.69,37.66,1.51,1.85,1.81,0.29,119.09,7.83,16.05
2016,48.59,114.52,90.45,8.16,9.02,40.46,3.33,5.59,5.03,0.93,62.34,6.35,17.09
2017,37.87,157.04,126.04,7.58,8.37,43.60,4.56,7.34,7.10,1.39,96.03,6.54,19.56
