岱稜,	3303
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2005,38.51,172.52,141.54,3.72,6.83,53.44,8.34,13.36,11.12,2.32,53.29,11.79,18.52
2006,39.65,161.25,132.41,3.37,7.95,45.91,12.06,19.16,17.11,3.67,48.17,7.56,20.49
2007,44.38,238.87,201.39,3.73,8.52,42.84,11.56,19.53,16.99,4.16,-3.70,-4.72,23.96
2008,49.12,93.70,80.44,3.40,8.34,43.76,6.44,10.75,10.86,2.46,35.79,10.03,24.62
2009,47.92,126.00,106.07,3.18,8.70,41.95,2.86,4.27,4.55,1.01,17.66,3.65,23.09
2010,52.85,189.38,163.58,3.39,8.70,41.95,-6.77,-15.15,-14.19,-3.08,21.43,2.63,18.72
2011,52.24,137.84,117.57,3.24,9.73,37.51,-3.84,-9.77,-7.20,-1.76,7.54,2.76,17.66
2012,48.43,196.09,168.94,2.88,8.93,40.87,5.06,8.83,5.79,1.58,25.86,7.65,17.82
2013,48.19,151.26,116.44,3.01,5.58,65.41,4.73,8.87,4.38,1.59,50.68,17.30,18.37
2014,45.62,172.88,137.41,3.30,5.95,61.34,2.20,3.39,0.32,0.60,19.20,1.83,17.52
2015,41.69,196.58,149.98,3.47,5.57,65.52,5.11,8.53,5.62,1.53,64.47,14.36,18.26
2016,38.06,199.71,155.41,3.82,5.52,66.12,6.35,10.15,6.68,1.85,63.03,11.87,18.40
2017,44.16,175.35,140.81,3.74,5.77,63.25,0.84,0.97,0.78,0.17,24.11,2.80,16.99
