統一證,	2855
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,53.97,159.61,133.95,NA,NA,NA,2.71,0.80,1.89,0.10,64.34,67.04,12.47
2001,55.11,152.90,139.93,NA,NA,NA,4.96,8.34,29.23,1.10,-14.80,17.11,13.82
2002,63.07,139.05,NA,NA,NA,NA,2.86,4.99,16.53,0.67,NA,NA,13.49
2003,63.57,139.37,132.52,NA,NA,NA,4.71,11.80,40.69,1.68,-1.69,-2.12,14.76
2004,50.73,169.88,156.92,NA,NA,NA,3.91,8.14,28.96,1.21,35.01,25.38,14.83
2005,67.03,128.75,122.44,NA,NA,NA,2.86,6.08,25.18,0.90,-22.12,-35.85,14.87
2006,61.28,139.67,139.55,NA,NA,NA,4.74,12.31,39.03,1.91,6.98,5.41,n/a
2007,63.72,145.55,145.44,NA,NA,NA,5.69,12.73,30.52,2.05,NA,-4.14,n/a
2008,42.75,250.59,250.27,NA,NA,NA,-0.44,-2.88,-11.75,-0.44,175.20,66.70,n/a
2009,53.16,178.36,178.24,NA,NA,NA,5.75,11.03,38.55,1.76,NA,NA,n/a
2010,57.61,147.21,147.11,NA,NA,NA,4.15,9.03,34.86,1.50,NA,-4.42,n/a
2011,48.23,167.07,166.96,NA,NA,NA,1.51,2.75,12.84,0.44,67.98,59.57,n/a
2012,46.38,176.69,176.56,NA,NA,NA,3.03,5.24,30.37,0.84,0.46,0.39,n/a
2013,61.88,148.66,148.51,NA,NA,NA,2.63,6.20,29.60,1.03,NA,NA,16.90
2014,64.47,143.43,143.37,NA,NA,NA,2.80,6.98,30.74,1.20,0.92,NA,17.41
2015,67.52,137.91,137.83,NA,NA,NA,1.87,4.20,21.01,0.72,7.59,10.82,17.42
2016,73.12,129.26,129.19,NA,NA,NA,1.31,3.63,18.52,0.62,NA,NA,17.28
2017,70.53,134.15,134.09,NA,NA,NA,3.43,10.81,36.10,1.88,5.92,13.84,18.26
2018,63.47,145.42,145.36,NA,NA,NA,1.98,4.76,21.09,0.87,24.26,35.71,18.44
