嘉泥,	1103
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,55.16,237.32,202.34,2.55,2.26,161.50,0.30,-4.32,-15.24,-0.62,5.61,0.60,14.30
2001,54.50,125.18,111.20,4.59,2.58,141.47,2.33,0.34,1.48,0.05,6.28,1.16,14.43
2002,51.27,178.29,168.48,6.64,4.93,74.03,3.30,3.75,13.85,0.70,25.69,3.09,13.25
2003,34.86,110.26,103.35,5.85,10.75,33.95,5.09,7.28,30.44,1.36,5.80,0.92,14.71
2004,34.03,110.32,104.56,7.26,19.42,18.79,3.08,3.85,14.58,0.76,0.00,0.00,20.06
2005,34.13,131.19,130.70,7.09,45.58,8.00,1.90,2.13,8.12,0.44,13.90,1.80,21.29
2006,28.16,225.45,215.92,6.31,43.48,8.39,15.16,21.26,100.64,5.20,0.00,0.00,27.50
2007,29.82,186.30,179.17,6.47,23.34,15.63,4.81,6.19,34.21,1.80,0.21,0.00,30.84
2008,34.31,134.63,125.52,6.41,18.62,19.60,1.37,1.41,8.94,0.39,14.12,1.64,27.35
2009,32.47,149.67,138.63,6.14,15.81,23.08,1.92,2.54,18.30,0.72,0.00,0.00,29.05
2010,34.79,219.43,205.87,5.58,15.54,23.48,1.83,2.20,18.00,0.61,0.00,0.00,26.12
2011,35.00,96.32,89.97,3.74,6.33,57.66,1.09,1.01,18.00,0.26,38.40,3.76,25.04
2012,39.20,325.63,313.75,9.07,11.52,31.68,-2.58,-4.89,-56.69,-1.13,31.25,0.95,21.85
2013,35.58,412.74,367.86,6.30,2.56,142.57,4.57,6.80,30.22,1.97,0.00,0.00,29.56
2014,42.73,382.56,343.98,5.95,2.10,173.80,0.64,0.26,1.37,0.03,0.00,0.00,26.88
2015,48.70,699.93,609.52,6.34,1.75,208.57,1.31,1.28,7.55,0.34,19.88,0.24,19.23
2016,39.48,476.59,428.15,9.13,2.14,170.56,0.63,0.07,0.31,0.04,20.94,1.15,21.92
2017,31.98,393.01,359.07,7.20,1.24,294.35,3.90,5.57,46.64,1.39,17.41,0.86,27.21
