福華,	8085
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,52.99,156.91,91.74,4.90,5.58,65.41,-0.81,-2.63,-0.86,-0.33,0.00,0.00,n/a
2002,54.68,150.97,108.05,4.68,6.41,56.94,4.66,9.58,2.79,1.26,31.69,16.81,17.84
2003,54.59,153.91,122.63,3.78,8.53,42.79,4.81,10.22,3.10,1.49,4.02,2.13,15.27
2004,54.61,194.53,152.92,3.88,11.15,32.73,6.35,13.60,3.96,2.04,26.92,7.32,15.37
2005,59.44,136.37,110.01,3.17,9.98,36.57,3.79,8.49,3.06,1.44,0.00,0.00,19.19
2006,52.65,133.51,114.68,2.96,11.92,30.62,4.49,9.36,3.78,1.86,0.00,0.00,18.73
2007,48.54,186.08,166.56,2.76,14.96,24.39,1.98,3.62,1.83,0.65,18.80,2.57,17.86
2008,51.23,131.43,113.03,2.65,18.20,20.05,-0.82,-2.72,-1.57,1.65,0.00,0.00,17.15
2009,49.66,106.92,82.97,1.84,13.01,28.05,-8.45,-18.21,-18.48,-2.83,13.40,4.49,13.97
2010,50.11,100.69,79.98,3.30,11.29,32.32,0.02,-1.16,-0.98,-1.83,15.54,4.78,13.13
2011,49.27,88.15,68.89,2.75,6.96,52.44,-6.76,-13.43,-15.73,-1.70,0.00,0.00,12.16
2012,56.62,71.79,51.16,2.79,7.24,50.41,-8.59,-19.32,-20.94,0.17,0.00,0.00,9.62
2013,70.68,106.00,85.58,2.97,9.11,40.06,-6.13,-26.72,-6.76,-2.05,3.73,2.68,7.48
2014,64.46,197.38,167.57,2.21,5.84,62.50,0.96,0.89,0.50,0.07,6.83,2.46,7.92
2015,69.78,177.36,153.76,2.95,6.42,56.85,-4.62,-16.46,-10.20,-1.18,28.66,12.29,6.37
2016,63.60,155.02,142.02,2.97,7.22,50.55,3.68,8.50,6.82,0.62,-44.39,-27.18,8.24
2017,56.81,151.68,136.85,3.48,7.95,45.91,0.95,0.46,0.48,0.04,10.07,5.99,10.14
