駿吉-KY,	1591
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2009,24.03,346.92,206.68,0.00,0.00,*****,0.00,0.00,0.00,0.00,0.00,0.00,n/a
2010,19.80,368.37,195.75,9.77,6.99,52.21,9.73,11.69,6.01,1.25,105.27,8.38,n/a
2011,18.50,460.65,307.46,8.84,9.27,39.37,14.76,18.25,7.05,2.08,76.04,6.08,n/a
2012,24.11,271.29,186.38,8.35,10.28,35.50,17.75,22.31,9.18,3.02,101.89,19.78,n/a
2013,31.68,274.65,131.08,8.32,6.09,59.93,10.90,14.55,7.45,2.02,0.00,0.00,14.56
2014,50.77,110.76,43.62,9.09,4.18,87.32,7.06,11.35,5.62,1.51,15.09,5.53,13.99
2015,47.47,107.21,71.24,7.16,3.80,96.05,6.79,11.11,6.88,1.30,71.55,22.92,10.99
2016,41.29,134.84,98.25,6.83,6.02,60.63,10.70,17.42,11.23,2.00,31.44,8.80,12.00
2017,41.07,111.58,54.45,6.72,3.49,104.58,1.18,0.52,0.45,0.06,-35.21,-13.76,11.12
2018,42.09,135.78,70.46,11.08,5.03,72.56,8.24,12.07,5.68,1.44,13.43,5.14,12.74
