銘異,	3060
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2002,37.00,203.00,179.00,4.67,12.61,28.94,13.00,21.00,8.00,3.03,39.00,16.00,15.74
2003,44.00,169.00,151.00,5.22,20.52,17.78,19.00,32.00,11.00,5.11,27.00,13.00,17.98
2004,45.00,145.00,130.00,4.63,22.09,16.52,17.00,30.00,10.00,5.08,36.00,13.00,17.84
2005,53.00,123.00,109.00,4.40,19.83,18.40,13.00,25.00,9.00,4.40,10.00,-9.00,18.12
2006,50.06,169.34,151.47,4.81,21.54,16.94,14.00,29.00,12.00,5.29,61.00,13.00,19.67
2007,42.00,117.00,106.00,4.40,24.79,14.72,9.00,22.00,10.00,4.20,266.00,0.00,20.20
2008,49.00,95.00,85.00,5.20,28.53,12.79,9.00,22.00,9.00,4.37,55.00,32.00,21.12
2009,52.00,114.00,104.00,4.72,23.28,15.67,7.00,14.00,6.00,2.77,34.00,16.00,20.03
2010,34.00,138.00,127.00,5.12,26.02,14.02,15.00,26.00,15.00,6.21,31.00,6.00,26.11
2011,34.00,168.00,153.00,6.25,26.19,13.93,4.00,6.00,4.00,1.43,50.00,1.00,24.43
2012,37.00,129.00,121.00,5.92,31.36,11.63,15.00,23.00,16.00,6.15,27.00,2.00,27.65
2013,31.49,286.69,244.13,4.77,6.60,55.30,7.38,10.69,7.85,3.00,88.36,9.79,26.55
2014,31.01,300.16,245.51,4.83,7.34,49.72,9.96,14.39,10.08,4.16,36.42,3.72,28.89
2015,34.64,258.37,200.03,4.85,6.42,56.85,9.72,14.40,9.25,4.33,47.36,8.22,28.71
2016,40.60,209.51,165.61,4.98,6.63,55.05,2.73,4.26,2.56,1.23,35.10,3.55,26.22
2017,41.90,190.20,131.28,5.38,6.04,60.43,0.65,0.93,0.55,0.34,2.14,-3.17,28.87
2018,41.63,176.02,103.96,5.61,4.72,77.33,-5.55,-9.32,-5.48,-2.39,-20.35,-8.59,26.15
