宏璟,	2527
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,45.44,139.10,24.58,3.11,0.21,NA,1.04,-0.56,-2.20,-0.07,NA,NA,13.13
2001,41.57,139.10,19.78,2.98,0.30,NA,-6.04,-13.86,-45.47,-1.72,47.56,33.28,11.42
2002,39.02,133.87,3.66,1.90,0.07,NA,-4.69,-10.05,-221.80,-1.15,NA,NA,10.38
2003,41.30,122.71,10.79,10.94,0.28,NA,-5.17,-10.30,-60.83,-1.07,10.69,7.34,9.35
2004,54.57,106.94,4.06,8.61,0.21,NA,-14.73,-29.65,-192.00,-2.54,NA,NA,7.31
2005,48.47,112.29,2.98,53.57,0.33,NA,2.16,2.74,6.22,0.36,16.71,15.41,13.48
2006,40.18,100.96,11.92,489.74,0.38,NA,3.47,5.06,14.40,0.79,30.21,17.72,17.93
2007,35.71,114.76,2.92,330.83,0.15,NA,1.41,1.34,11.51,0.24,3.98,0.13,17.82
2008,42.97,119.27,6.16,374.35,0.20,NA,1.69,1.58,9.84,0.24,3.97,0.21,13.10
2009,38.73,152.42,10.62,140.25,0.22,NA,2.56,3.28,16.99,0.50,-23.36,11.75,17.29
2010,43.61,136.64,6.30,50.88,0.02,NA,2.82,4.07,53.96,0.75,-38.22,-25.25,19.67
2011,50.70,163.72,14.06,62.25,0.04,NA,5.45,9.17,298.80,1.81,5.27,0.39,19.84
2012,55.73,187.60,3.63,6893.19,0.21,NA,2.55,4.69,16.76,0.95,-32.76,-17.59,20.80
2013,61.15,166.01,5.02,168.14,0.20,NA,2.58,5.34,13.46,1.23,-40.81,-28.93,21.94
2014,50.09,210.66,3.76,178.56,0.40,NA,5.71,12.44,17.48,3.22,47.93,17.35,27.93
2015,52.06,214.20,20.31,89.22,0.25,NA,4.31,8.70,23.32,2.68,-4.89,-3.79,29.08
2016,60.71,192.46,5.92,4.97,0.04,NA,0.35,0.63,6.53,0.24,-48.54,-23.39,26.59
2017,64.65,113.17,1.50,1.41,0.00,*****,0.21,0.25,10.43,0.13,-16.91,-31.65,27.62
