大宇資,	6111
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,14.78,342.88,287.76,2.35,2.03,179.80,-10.34,-14.54,-20.77,-2.34,-38.12,-6.48,18.89
2001,30.89,167.40,117.53,3.39,4.96,73.58,6.01,7.85,6.91,1.43,-3.95,-1.64,19.12
2002,27.14,161.92,110.87,2.73,4.43,82.39,5.57,7.52,8.35,1.33,24.99,8.15,18.40
2003,36.91,207.26,184.55,3.97,4.17,87.52,11.50,16.92,20.00,3.03,69.89,20.47,19.24
2004,32.21,165.81,147.77,4.21,4.83,75.56,6.64,9.94,16.00,1.63,36.60,12.86,16.82
2005,45.96,102.99,66.00,5.01,5.19,70.32,-33.23,-53.74,-97.00,-6.49,-1.09,-0.65,8.96
2007,68.03,84.89,57.91,5.02,8.34,43.76,-18.90,-56.30,-33.37,-3.76,-0.99,-0.96,5.03
2008,97.40,47.98,17.49,3.46,7.17,50.90,-38.43,-184.93,-86.15,-5.92,11.28,10.01,0.24
2009,65.49,73.81,62.27,9.51,3.82,95.54,34.68,164.94,42.02,4.05,-19.53,-13.63,3.88
2010,47.92,86.65,81.72,6.06,4.61,79.17,-20.54,-47.42,-37.98,-2.48,-55.84,-25.95,5.88
2011,58.62,56.35,48.29,3.60,5.67,64.37,-17.13,-37.67,-43.96,-1.92,-30.82,-27.78,4.31
2012,65.50,97.33,84.50,2.73,4.74,77.00,-34.52,-90.00,-84.34,-2.65,-31.99,-22.35,1.60
2013,38.52,270.62,40.05,10.09,3.65,100.00,-3.77,-6.57,-6.37,-0.62,-12.39,-5.90,1.20
2014,56.77,131.83,100.40,10.85,1.35,270.37,-5.69,-11.54,-10.16,-0.82,-5.95,-3.74,6.36
2015,34.54,149.62,132.24,8.62,2.92,125.00,25.51,46.32,23.31,3.87,48.22,42.38,10.21
2016,44.72,146.86,117.45,5.79,0.65,561.53,-16.99,-28.60,-20.11,-2.90,17.36,20.71,10.71
2017,44.72,146.32,106.67,7.07,0.85,429.41,1.19,1.89,5.25,0.38,-6.93,-9.26,10.28
