廣運,	6125
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,44.39,171.41,101.10,25.66,NA,NA,7.11,11.94,6.14,1.37,NA,NA,12.10
2001,36.47,180.36,112.80,10.28,NA,NA,8.69,13.85,11.21,1.63,25.18,7.17,12.51
2002,57.26,207.51,149.31,5.75,NA,NA,7.13,13.43,8.89,1.57,6.50,0.42,11.96
2003,54.86,141.26,95.64,5.44,NA,NA,10.25,22.52,8.78,2.89,NA,NA,14.63
2004,60.49,117.58,65.65,3.90,NA,NA,6.09,13.86,7.67,2.03,25.98,11.42,14.21
2005,35.52,241.20,202.52,5.97,NA,NA,15.31,27.90,13.94,5.76,59.60,14.10,24.19
2006,29.58,260.56,203.83,3.89,NA,NA,12.59,18.30,15.42,4.51,53.56,10.76,26.09
2007,47.50,212.40,126.39,4.51,NA,NA,11.22,18.07,14.51,4.66,36.51,3.40,27.24
2008,52.21,101.95,65.11,4.54,NA,NA,9.55,17.87,13.91,4.88,13.01,0.55,28.95
2009,50.12,121.10,81.83,2.82,NA,NA,0.85,0.41,0.55,0.11,10.69,0.30,25.48
2010,40.81,112.95,62.75,4.67,NA,NA,3.01,4.67,6.52,1.08,0.39,-1.29,25.72
2011,34.53,126.68,66.04,3.73,NA,NA,-2.43,-4.63,-11.77,-1.07,23.96,2.48,23.26
2012,40.90,141.43,103.76,2.79,NA,NA,-9.40,-15.69,-55.46,-3.36,46.76,8.15,19.58
2013,55.97,106.34,82.90,6.91,9.52,38.34,-1.68,-6.28,-4.96,-1.83,27.40,15.04,18.87
2014,47.91,129.13,85.94,10.27,10.20,35.78,2.60,3.67,2.58,0.74,6.79,1.81,20.73
2015,45.17,143.96,97.37,8.14,10.99,33.21,2.41,3.35,2.54,0.30,9.34,2.42,19.80
2016,44.08,162.71,121.16,6.64,13.39,27.25,-4.45,-8.95,-7.54,-1.94,10.08,1.67,16.32
2017,52.48,136.83,110.02,5.73,14.88,24.52,-6.97,-12.34,-10.28,-0.89,2.89,0.13,14.73
2018,55.12,150.96,77.71,4.21,3.09,118.12,-11.57,-26.06,-27.93,-0.68,0.12,-0.51,13.52
