好德,	3114
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,58.86,145.40,83.09,4.13,3.33,109.60,5.19,10.68,3.87,2.25,0.49,-2.79,21.58
2002,53.91,157.06,101.88,4.62,4.48,81.47,6.96,15.47,4.31,3.03,13.04,8.13,20.61
2003,59.92,140.22,97.31,4.88,6.77,53.91,8.02,18.05,4.29,3.22,2.65,-2.55,18.77
2004,56.27,150.93,103.86,4.35,5.88,62.07,7.68,17.74,4.96,3.00,20.05,16.05,17.87
2005,55.11,147.38,104.99,4.56,6.16,59.25,5.53,12.02,3.49,2.01,-3.06,-14.04,16.56
2006,39.89,174.51,147.05,3.38,8.20,44.51,6.86,11.23,4.23,2.07,20.55,8.38,18.45
2007,42.17,166.50,142.20,2.81,10.57,34.53,6.61,11.14,5.23,2.00,46.64,20.42,17.90
2008,38.26,178.84,114.67,3.29,8.87,41.14,3.06,5.11,2.54,0.84,-23.15,-23.37,15.64
2009,26.09,214.83,170.37,3.72,7.38,49.45,0.27,0.37,0.28,0.06,83.08,21.53,16.45
2010,23.66,227.87,192.18,3.79,12.04,30.31,-0.82,-1.09,-0.97,-0.17,-24.12,-7.56,14.48
2011,34.45,159.54,110.91,3.68,15.19,24.02,3.27,4.62,3.74,0.68,6.52,1.94,14.89
2012,40.04,144.65,108.63,3.32,18.25,20.00,2.31,3.69,2.43,0.55,-1.77,-3.63,14.76
2013,41.41,191.08,153.15,3.08,23.70,15.40,2.66,4.35,2.32,0.67,-8.47,-8.76,15.97
2014,42.85,185.87,151.56,3.29,21.13,17.27,4.27,7.12,3.30,1.16,-23.90,-21.07,16.80
2015,46.34,177.73,155.96,2.87,14.95,24.41,4.13,7.06,3.08,1.18,-2.36,-6.78,16.67
2016,47.17,175.08,155.57,2.63,12.45,29.31,1.68,2.66,1.20,0.43,2.73,-2.56,16.00
2017,49.47,169.39,136.16,3.12,13.07,27.92,4.73,8.68,3.23,1.43,4.56,1.48,16.93
2018,63.14,141.30,100.40,3.60,9.86,37.01,7.73,17.82,4.70,3.16,-10.12,-20.13,19.22
