中宇,	1535
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,56.14,149.98,128.41,11.30,6.84,53.36,5.86,11.06,5.94,1.35,-58.60,-79.73,12.41
2001,59.51,145.76,96.93,6.77,7.23,50.48,4.61,6.49,4.37,0.77,-6.63,-14.66,11.83
2002,69.23,129.22,85.22,10.87,0.77,474.02,1.85,2.18,1.22,0.25,11.69,-22.83,11.44
2003,74.23,122.30,76.59,13.70,0.90,405.55,1.73,4.14,1.99,0.48,-24.86,-71.53,11.57
2004,68.61,130.87,112.00,10.05,0.65,561.53,2.38,6.24,4.03,0.72,29.50,60.58,11.82
2005,65.65,136.85,125.09,12.88,0.79,462.02,4.16,11.42,6.16,1.39,24.69,39.45,12.58
2006,51.42,167.60,148.82,14.62,0.98,372.44,6.71,15.88,6.08,2.11,10.74,3.80,14.05
2007,47.62,183.67,145.14,15.08,1.15,317.39,8.86,17.47,5.43,2.55,13.24,0.99,15.16
2008,47.11,176.04,91.94,26.69,1.03,354.36,12.10,22.63,4.99,3.39,4.50,-6.72,16.32
2009,47.96,173.42,111.23,17.91,0.47,776.59,11.29,21.52,7.14,3.71,43.22,25.76,18.13
2010,50.72,166.23,116.32,25.04,0.50,730.00,11.94,23.60,6.71,4.44,52.91,35.91,19.52
2011,51.79,160.17,86.15,19.50,0.54,675.92,11.81,24.23,6.57,4.90,-20.69,-33.87,20.96
2012,52.14,178.00,106.99,12.17,0.59,618.64,11.96,24.40,6.65,5.51,30.26,10.41,23.86
2013,57.78,152.69,105.76,12.38,0.52,701.92,8.92,20.58,5.99,5.06,54.38,49.56,26.46
2014,50.82,174.06,73.34,12.87,0.47,776.59,8.98,19.69,6.58,5.50,-40.76,-44.48,29.41
2015,48.72,180.77,77.29,11.54,0.43,848.83,7.20,14.27,5.32,4.11,-27.91,-34.46,28.24
2016,57.62,158.55,59.67,10.94,0.42,869.04,3.54,7.40,2.93,2.00,-9.07,-19.38,25.91
2017,59.96,154.19,71.01,9.04,0.52,701.92,2.55,5.96,1.87,1.51,9.06,4.31,24.75
