台新金,	2887
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2002,5.67,12817.24,NA,NA,NA,NA,7.56,7.97,95.37,1.98,NA,NA,12.59
2003,22.13,664.62,NA,NA,NA,NA,11.83,14.06,96.10,2.16,NA,NA,14.11
2004,25.36,160.56,NA,NA,NA,NA,13.75,17.92,97.58,2.80,NA,NA,16.23
2005,30.81,222.91,NA,NA,NA,NA,-2.23,-4.98,-171.57,-0.68,NA,NA,14.09
2006,93.44,NA,NA,NA,NA,NA,-0.31,-27.24,-13.50,-3.13,NA,NA,n/a
2007,93.26,NA,NA,NA,NA,NA,0.46,5.10,17.93,0.55,NA,NA,n/a
2008,93.74,NA,NA,NA,NA,NA,-0.07,-9.84,-3.37,-1.01,NA,NA,n/a
2009,93.42,NA,NA,NA,NA,NA,0.45,11.47,21.50,1.27,NA,NA,n/a
2010,93.26,NA,NA,NA,NA,NA,0.57,9.57,26.13,1.06,NA,NA,n/a
2011,93.12,NA,NA,NA,NA,NA,0.64,11.06,30.42,1.26,NA,NA,n/a
2012,93.38,NA,NA,NA,NA,NA,0.63,11.19,34.60,1.30,NA,NA,n/a
2013,93.10,NA,NA,NA,NA,NA,0.73,14.19,36.85,1.72,NA,NA,13.47
2014,91.74,NA,NA,NA,NA,NA,0.45,0.73,21.61,0.08,NA,NA,11.91
2015,91.78,NA,NA,NA,NA,NA,0.91,11.78,35.26,1.39,NA,NA,13.02
2016,90.56,NA,NA,NA,NA,NA,0.74,9.58,31.51,1.14,NA,NA,14.33
2017,90.74,NA,NA,NA,NA,NA,0.80,9.61,34.58,1.15,NA,NA,14.40
