上福,	6128
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,30.57,214.34,173.75,3.32,6.20,58.87,25.03,36.51,22.67,4.69,113.09,20.77,14.85
2001,26.91,171.25,148.85,3.86,9.38,38.91,26.00,35.99,22.04,4.77,123.90,34.68,15.49
2002,17.80,320.95,280.66,5.05,12.63,28.89,18.01,22.56,14.78,3.48,99.44,15.52,18.66
2003,50.81,503.62,457.11,4.10,6.17,59.15,10.04,15.74,16.12,2.64,64.21,3.29,16.55
2004,46.47,668.57,593.17,4.09,5.22,69.92,9.55,16.55,16.90,2.70,109.55,5.29,16.74
2005,17.32,283.28,215.35,4.16,5.19,70.32,5.21,6.51,6.92,1.00,159.17,14.26,15.12
2006,15.97,328.63,278.57,4.89,6.79,53.75,13.34,20.34,19.39,3.26,156.79,16.86,17.34
2007,20.80,189.79,143.66,4.97,7.85,46.49,9.38,11.50,11.87,1.89,141.14,8.72,16.15
2008,18.14,233.79,164.47,4.80,7.19,50.76,10.51,12.79,12.98,2.07,81.54,3.80,16.53
2009,23.06,243.09,193.59,5.15,5.78,63.14,19.06,23.93,21.69,4.17,43.36,1.25,18.64
2010,18.83,311.01,228.52,5.41,4.95,73.73,15.76,19.86,18.46,3.60,119.96,3.90,18.39
2011,21.85,156.02,89.27,4.99,3.74,97.59,12.13,15.16,17.23,2.71,137.53,12.96,18.02
2012,26.55,134.66,73.51,4.97,3.13,116.61,9.16,11.98,13.71,2.13,51.74,0.87,17.46
2013,37.86,144.27,91.28,5.70,3.51,103.98,9.12,13.60,12.73,2.41,57.67,7.19,18.16
2014,52.07,66.52,41.60,5.41,3.28,111.28,9.26,16.39,15.09,3.08,16.64,1.64,19.38
2015,48.96,92.59,67.25,5.44,3.15,115.87,9.64,18.58,17.65,3.70,33.64,6.81,20.41
2016,51.22,89.27,70.08,5.74,3.23,113.00,10.67,20.65,19.61,4.20,31.52,7.45,20.36
2017,63.16,115.20,106.76,5.63,3.60,101.38,10.60,24.51,27.13,5.22,6.59,-1.61,22.25
