瀧澤科,	6609
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,53.95,151.76,78.37,2.26,1.90,192.10,2.48,2.38,1.34,0.31,*****,*****,13.08
2002,56.82,157.50,110.41,2.58,3.03,120.46,4.68,8.36,3.79,1.13,31.23,20.37,13.99
2003,58.29,154.03,118.31,2.54,4.85,75.25,6.67,14.38,5.23,2.01,11.00,6.58,14.76
2004,59.07,155.58,106.81,2.88,5.11,71.42,7.55,17.41,5.45,2.63,9.58,5.46,16.04
2005,54.43,164.96,118.89,2.81,4.32,84.49,7.59,17.08,6.08,2.76,20.68,13.12,17.45
2006,54.02,156.60,115.07,2.62,4.70,77.65,8.47,18.15,6.78,3.27,0.08,-3.64,19.15
2007,49.42,173.87,128.84,2.54,4.77,76.51,8.59,17.59,7.09,3.47,41.19,23.42,20.84
2009,42.41,161.31,91.88,1.66,1.80,202.77,-6.81,-11.96,-15.67,-2.33,-1.26,-2.87,17.99
2010,62.87,132.42,85.57,3.49,4.32,84.49,5.46,11.88,4.34,2.22,-11.99,-14.93,19.44
2011,54.99,158.05,102.63,2.53,3.18,114.77,4.87,11.38,5.01,2.40,17.93,9.27,21.16
2012,47.95,199.16,132.12,2.89,3.13,116.61,4.52,8.87,5.03,1.85,21.18,6.07,21.17
2013,52.35,183.67,118.98,3.07,2.67,136.70,6.62,13.01,7.26,2.90,4.89,0.02,23.32
2014,47.21,202.69,132.90,3.17,2.70,135.18,8.97,17.33,9.61,4.29,35.08,13.42,26.22
2015,48.86,198.80,141.37,2.83,2.61,139.84,5.61,10.41,6.99,2.76,7.21,-1.35,26.81
2016,44.96,215.56,143.06,2.54,2.28,160.08,2.34,3.83,3.04,1.02,16.08,3.33,26.14
2017,48.83,192.45,132.85,3.00,2.59,140.92,4.02,7.25,4.82,1.95,-0.76,-1.91,27.58
2018,46.03,205.17,138.76,3.13,2.66,137.21,7.55,14.09,8.81,4.02,27.45,11.79,29.97
