金雨,	4503
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,20.83,171.92,119.84,4.14,2.96,123.31,-4.45,-4.96,-9.58,-0.69,20.85,3.61,12.96
2001,29.00,118.75,83.24,2.92,2.48,147.17,-5.70,-8.45,-21.26,-1.12,-4.06,-1.11,12.61
2002,39.37,172.13,86.21,3.55,3.49,104.58,-11.65,-18.73,28.86,2.34,-56.73,-12.28,9.29
2003,42.85,131.08,65.45,6.62,5.53,66.00,-11.82,-21.82,-14.48,-1.99,-32.81,-12.82,8.69
2004,37.09,156.58,98.35,6.10,5.40,67.59,-1.07,-2.30,-1.34,-0.20,9.95,3.40,8.81
2005,42.99,114.53,55.73,8.46,5.61,65.06,1.01,0.41,0.23,0.04,11.24,3.81,9.07
2006,42.83,112.78,49.04,7.25,2.87,127.17,-13.80,-25.95,-28.98,-2.09,16.06,4.16,7.01
2007,40.10,114.12,42.42,7.18,2.40,152.08,-15.55,-28.38,-41.52,-1.74,-42.43,-8.31,5.26
2008,47.81,100.02,39.78,6.80,1.79,203.91,-15.26,-29.25,-47.33,-1.58,1.48,0.37,4.61
2009,48.81,110.67,56.06,3.44,1.10,331.81,-1.13,-4.22,-6.16,-0.32,-9.44,-2.34,7.38
2010,50.82,86.64,44.31,3.85,2.76,132.24,-3.79,-9.59,-9.93,-0.68,24.47,7.50,6.71
2011,38.49,93.83,41.21,8.42,3.71,98.38,3.32,4.13,3.61,0.28,75.29,12.13,6.93
2012,40.65,91.90,53.88,5.46,3.33,109.60,0.44,-0.88,-1.41,-0.06,-29.99,-5.90,6.99
2013,36.18,175.17,52.61,3.81,2.22,164.41,-5.53,-10.23,-21.37,-0.63,-27.61,-2.43,5.88
2014,50.70,116.89,64.91,7.10,2.79,130.82,-5.82,-11.07,-12.50,-0.61,-21.15,-5.06,5.27
2015,38.87,167.47,96.62,3.89,2.75,132.72,-0.29,-1.21,-1.25,-0.07,-23.26,-4.39,5.91
2016,35.27,189.19,93.25,3.75,2.93,124.57,3.60,5.31,5.21,0.43,12.11,2.06,8.25
2017,15.09,631.04,471.16,4.52,6.92,52.74,8.69,11.27,11.06,1.08,96.72,6.91,11.66
2018,18.94,320.72,219.81,3.49,6.42,56.85,6.38,7.63,11.22,0.93,3.23,0.42,12.64
