耀勝,	3207
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2002,39.47,168.08,159.13,3.54,21.62,16.88,22.15,42.15,16.37,5.11,NA,NA,15.19
2003,32.63,218.31,208.33,2.66,20.94,17.43,16.44,25.45,18.64,3.68,12.13,2.62,15.34
2004,39.26,166.13,133.65,2.53,28.90,12.62,8.19,12.81,10.55,1.68,NA,NA,13.19
2005,31.81,209.79,187.64,2.38,45.55,8.01,4.28,6.43,5.47,0.80,NA,NA,12.84
2006,14.64,652.09,644.59,3.01,96.32,3.78,5.87,7.45,5.05,0.92,NA,NA,13.72
2009,23.60,2.21,2.06,2.01,222.94,1.63,6.59,8.08,11.54,1.10,73.79,17.34,13.98
2010,30.60,165.95,165.62,2.47,730.56,0.49,5.85,7.90,9.05,1.07,6.17,0.85,13.52
2011,24.01,194.78,189.64,2.45,121.45,3.00,0.79,0.88,1.30,0.12,23.17,2.67,14.10
2012,30.32,155.49,151.53,3.30,55.71,6.55,-3.05,-4.39,-6.18,-0.59,40.47,8.78,13.02
2013,46.83,181.47,134.49,3.55,6.15,59.34,-8.20,-15.23,-6.73,-1.86,-4.14,-1.65,11.55
2014,46.40,183.20,140.13,3.78,6.80,53.67,-5.18,-10.00,-3.74,-1.10,-8.54,-3.17,10.73
2015,57.28,143.12,112.23,3.31,6.54,55.81,-9.50,-20.04,-7.39,-1.90,-0.98,-0.52,8.56
2016,54.80,148.06,115.31,3.87,7.01,52.06,1.58,3.06,0.89,0.26,10.56,5.26,8.23
2017,67.15,121.92,90.85,3.66,6.07,60.13,-17.90,-45.68,-12.94,-3.09,-21.63,-13.00,5.29
2018,71.18,110.52,74.40,3.70,5.25,69.52,-13.82,-45.30,-10.19,-2.37,-17.28,-17.98,4.39
