欣技,	6160
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,30.05,297.55,210.35,3.73,2.74,133.21,6.41,7.54,6.97,0.86,29.81,6.27,11.71
2001,17.67,453.50,287.22,4.47,2.65,137.73,14.27,17.53,14.31,2.07,147.13,18.95,12.59
2002,23.02,349.08,301.09,3.95,3.81,95.80,22.15,27.89,19.99,3.53,122.06,24.02,14.16
2003,22.12,415.00,355.02,4.91,4.25,85.88,26.99,34.83,27.20,4.69,168.21,32.00,15.52
2004,23.10,413.12,345.26,6.46,3.79,96.30,35.40,45.78,32.08,6.93,120.05,21.96,17.92
2005,22.09,480.34,419.85,5.20,3.72,98.11,33.16,42.79,33.48,7.01,181.53,30.48,18.33
2006,22.33,469.72,388.85,4.33,2.96,123.31,26.28,33.76,30.01,5.66,98.45,2.56,17.46
2007,18.97,603.48,502.55,4.01,2.79,130.82,26.51,33.41,28.01,5.98,156.01,1.83,18.34
2008,23.63,401.40,278.02,3.94,2.06,177.18,19.28,24.46,21.41,4.19,159.70,8.91,16.11
2009,23.60,373.92,285.44,3.70,2.01,181.59,8.73,11.42,10.73,1.72,143.23,10.79,13.98
2010,18.78,483.78,312.12,4.98,2.35,155.31,14.86,18.84,14.82,2.73,31.75,-3.16,15.08
2011,28.53,308.94,193.57,5.32,2.20,165.90,13.40,17.65,12.31,2.75,85.32,13.12,15.68
2012,26.39,310.55,176.83,4.44,2.09,174.64,5.67,7.82,5.59,1.18,75.52,6.45,14.39
2013,23.00,393.00,184.74,6.15,1.70,214.70,3.39,4.43,3.01,0.76,12.77,-3.17,14.08
2014,22.30,388.87,176.11,6.83,1.53,238.56,2.70,3.48,2.48,0.56,49.00,7.02,14.09
2015,22.02,403.04,215.87,5.68,1.35,270.37,3.37,4.32,3.64,0.60,36.66,1.79,13.68
2016,22.29,436.08,243.15,6.12,1.69,215.97,6.72,8.63,6.23,1.19,82.32,10.05,13.82
2017,30.38,301.51,161.52,5.14,1.82,200.54,-4.69,-6.41,-4.55,-0.81,-22.27,-12.51,11.95
