力麗店,	5364
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,42.75,212.04,144.74,3.77,6.08,60.03,-16.81,-29.76,-12.61,-4.26,NA,NA,12.14
2001,35.08,267.86,182.92,2.84,5.98,61.03,3.00,3.63,1.90,0.45,0.05,0.02,12.61
2002,44.70,177.01,100.98,2.68,4.90,74.48,-27.35,-45.84,-27.89,-4.66,0.22,0.11,7.71
2003,43.40,178.95,143.53,2.67,4.18,87.32,-16.24,-30.08,-23.99,-2.02,0.12,0.05,5.72
2004,12.82,560.70,546.53,3.85,10.74,33.98,-23.72,-35.39,-21.75,-2.38,NA,NA,5.16
2005,43.10,193.95,184.67,3.10,48.37,7.54,17.51,27.03,10.08,1.66,0.02,0.02,6.66
2006,51.13,165.12,157.72,2.57,40.56,8.99,24.11,46.30,12.98,4.03,-0.31,-0.32,10.77
2007,40.72,174.52,150.66,3.64,27.31,13.36,14.71,25.13,8.04,2.89,76.18,30.55,16.01
2008,53.30,136.73,108.36,8.97,11.18,32.64,-18.78,-38.73,-23.29,-4.66,65.47,19.80,10.67
2009,53.29,102.59,15.73,11.84,4.80,76.04,-18.20,-38.16,-42.80,-3.50,8.06,6.85,7.43
2010,79.29,94.66,18.13,3.58,6.01,60.73,-58.18,-156.95,-156.36,-6.53,-20.73,0.00,1.41
2011,54.51,75.55,53.64,1.03,0.21,1738.09,-4.85,-20.22,-241.74,-0.22,-72.50,0.00,0.78
2012,85.41,39.88,28.88,1.36,0.10,3650.00,-51.95,-144.83,-1660.00,-0.67,-3.89,0.00,0.12
2013,74.40,128.09,127.09,4.30,NA,NA,13.40,67.28,42.33,4.90,4.92,8.46,9.91
2014,65.35,79.69,77.77,10.89,664.88,0.54,1.56,3.26,3.43,0.48,-6.14,-3.27,19.87
2015,62.46,68.44,62.04,22.50,804.47,0.45,1.26,1.54,0.94,1.32,18.28,10.13,21.15
2016,58.88,107.95,104.37,32.99,1277.75,0.28,2.29,4.31,2.99,1.69,12.85,7.09,21.10
2017,69.36,44.32,39.24,44.37,NA,NA,-2.04,-7.02,-5.17,-1.67,6.90,1.02,18.74
