盈正,	3628
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2008,56.78,128.55,80.02,3.69,4.23,86.28,8.96,22.22,6.35,2.88,21.62,19.83,14.29
2009,51.87,123.79,93.26,3.65,5.85,62.39,11.15,24.10,7.79,3.41,29.16,13.70,14.77
2010,29.46,274.62,230.03,6.85,11.18,32.64,32.28,50.41,16.95,15.13,50.35,12.56,42.79
2011,27.58,274.41,218.60,4.27,5.95,61.34,10.63,14.87,10.73,5.98,50.82,0.00,37.63
2012,26.39,242.29,181.96,4.64,5.45,66.97,5.00,6.85,5.11,2.48,37.00,0.00,34.83
2013,36.26,203.65,118.33,5.07,2.54,143.70,6.03,9.25,6.03,3.20,28.06,6.77,35.78
2014,40.40,191.82,103.84,5.21,2.39,152.71,7.83,12.63,7.49,4.71,6.55,0.00,38.32
2015,40.95,182.43,95.55,4.39,2.03,179.80,6.13,10.20,6.45,3.92,21.81,2.92,38.27
2016,43.07,162.61,77.91,4.15,1.74,209.77,3.55,6.02,4.19,2.26,16.59,2.19,36.29
2017,42.87,164.61,79.62,4.11,1.77,206.21,2.93,5.01,3.36,1.77,4.79,0.00,34.69
2018,43.62,163.52,71.55,4.21,1.83,199.45,2.82,4.83,2.96,1.63,10.17,0.00,33.73
