風青,	2061
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2006,72.00,117.00,110.00,4.24,49.70,7.34,4.51,10.66,1.32,1.31,NA,NA,13.03
2007,59.00,200.00,193.00,4.11,57.44,6.35,2.87,4.33,0.61,0.54,43.00,23.00,12.32
2008,44.03,136.01,122.30,5.09,59.20,6.16,3.08,3.73,0.67,0.46,43.18,29.07,11.68
2009,54.95,133.15,128.15,3.93,43.96,8.30,7.68,14.81,3.56,1.82,12.21,8.64,12.94
2010,58.55,121.35,116.47,4.21,82.28,4.43,5.06,10.98,2.00,1.51,NA,NA,13.35
2011,60.18,142.12,137.65,4.00,77.71,4.69,-0.25,-1.89,-0.38,-0.25,NA,NA,12.48
2012,61.94,109.10,106.46,3.62,72.76,5.01,-1.57,-5.23,-1.27,-0.62,18.71,27.88,11.68
2013,65.66,125.72,99.48,3.59,8.77,41.61,-3.49,-12.02,-2.81,-1.34,NA,NA,10.31
2014,39.46,207.84,167.00,2.83,5.85,62.39,-2.18,-5.91,-2.64,-0.74,7.96,4.62,11.45
2015,38.10,208.73,175.25,3.12,6.42,56.85,-8.22,-13.97,-8.53,-1.50,NA,NA,10.01
2016,38.03,217.29,180.57,2.75,6.44,56.67,0.80,0.72,0.48,0.07,27.68,14.06,10.08
2017,47.86,177.07,137.65,3.10,6.37,57.29,3.17,4.80,2.42,0.50,-2.05,-1.57,10.57
