益航,	2601
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,26.41,66.84,66.63,13.65,86.98,4.19,-1.91,-3.41,-56.47,-0.34,75.06,22.67,10.10
2001,24.58,157.45,156.29,15.66,43.88,8.31,-36.67,-50.41,-868.27,-3.93,0.00,0.00,5.84
2002,26.23,26.88,25.08,215.96,21.59,16.90,-3.14,-5.49,-67.76,-0.67,NA,NA,11.11
2003,19.06,55.38,54.26,1706.11,16.32,22.36,1.83,1.57,28.77,0.18,NA,NA,7.54
2004,21.73,40.87,40.33,0.00,0.00,*****,-14.30,-18.59,-355.73,-1.92,30.06,3.31,9.07
2005,18.41,39.67,39.34,NA,NA,NA,9.09,10.68,174.95,1.04,NA,NA,10.36
2006,30.52,68.68,68.31,*****,*****,*****,9.80,12.11,163.13,1.34,4.21,0.39,11.77
2007,26.10,98.52,98.52,*****,*****,*****,18.25,24.37,267.86,3.25,30.60,2.37,14.94
2008,25.01,66.77,66.77,*****,*****,*****,37.61,49.90,517.51,9.43,36.86,0.03,22.97
2009,30.93,154.22,154.22,NA,NA,NA,12.62,17.32,428.81,3.84,5.53,-2.42,23.45
2010,25.90,13.83,13.83,NA,NA,NA,11.93,15.92,439.08,0.92,-10.83,-4.78,24.46
2011,28.50,14.45,14.45,NA,NA,NA,6.10,7.86,276.89,1.99,-8.80,-4.14,26.30
2012,37.01,4.71,4.71,6.11,NA,NA,4.90,6.37,262.98,1.75,8.00,0.20,28.70
2013,59.43,99.48,97.54,67.17,9.40,38.82,0.56,1.50,2.34,-0.79,12.74,2.56,24.08
2015,67.95,12.01,7.94,20.52,9.21,39.63,-2.73,-9.73,-15.76,-4.01,0.00,-1.11,21.58
2016,70.25,102.88,96.91,15.09,7.44,49.05,-1.84,-8.16,-12.60,-2.93,7.19,2.49,17.68
2017,63.09,82.10,69.85,13.21,2.46,148.37,2.90,5.89,9.52,1.06,8.27,2.56,13.54
