福懋科,	8131
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2007,44.09,103.06,86.13,5.27,9.26,39.41,13.42,22.15,19.45,4.11,47.57,15.44,20.07
2008,48.02,112.09,89.68,5.57,11.71,31.16,6.88,12.10,9.97,2.29,71.56,7.85,17.84
2009,45.77,121.02,86.09,4.64,9.71,37.59,0.66,0.91,0.82,0.17,48.79,7.57,18.76
2010,46.38,111.86,86.35,5.15,10.19,35.81,9.47,17.26,12.93,3.46,88.70,15.75,21.28
2011,41.68,116.50,84.53,5.45,9.14,39.93,7.31,12.65,10.03,2.69,188.95,14.17,21.27
2012,28.05,229.25,178.32,5.44,9.52,38.34,2.26,3.17,2.73,0.66,217.28,12.75,20.22
2013,7.91,519.51,372.47,5.08,8.96,40.73,1.19,1.33,1.30,0.26,405.55,8.58,19.49
2014,11.49,528.99,415.40,5.26,7.07,51.62,8.48,9.40,9.16,1.91,171.87,6.05,21.07
2015,10.14,734.53,615.25,4.81,5.90,61.86,10.51,11.80,12.87,2.55,305.15,8.30,22.18
2016,9.57,802.21,688.67,5.06,6.19,58.96,9.18,10.18,12.04,2.31,261.72,5.47,23.23
2017,8.98,819.50,727.28,5.00,6.52,55.98,11.84,13.05,17.66,3.15,233.33,4.56,25.06
2018,10.40,551.42,496.41,5.66,10.19,35.81,11.43,12.66,16.17,3.21,183.97,3.59,25.68
