大立光,	3008
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,14.32,720.32,689.86,4.19,10.55,34.59,21.05,25.37,54.14,10.03,149.36,12.01,46.82
2002,16.32,472.00,455.00,4.70,15.52,23.51,22.74,26.88,48.20,10.18,104.17,8.51,41.67
2003,24.16,220.00,212.00,3.63,21.22,17.20,26.73,33.78,54.86,14.08,64.96,7.57,46.23
2004,11.56,328.00,293.00,3.56,13.69,26.66,19.76,24.11,49.87,10.48,251.46,11.91,45.65
2005,18.82,154.00,137.00,4.80,14.08,25.92,26.22,31.11,50.50,14.93,84.03,9.29,53.18
2006,12.45,229.00,210.00,5.83,16.73,21.81,43.31,51.02,74.09,32.06,258.23,22.10,75.45
2007,11.46,252.00,234.00,4.46,13.94,26.18,23.48,26.67,61.78,20.44,228.63,12.39,80.50
2008,13.24,168.00,152.00,5.65,15.68,23.27,25.75,29.41,58.74,24.92,150.23,9.74,91.68
2009,12.69,189.00,177.00,4.78,18.12,20.14,16.88,19.39,39.75,18.53,113.40,5.48,102.18
2010,14.95,160.00,148.00,4.88,22.94,15.91,23.13,26.88,42.98,30.15,91.55,5.85,122.16
2011,26.24,98.81,89.55,5.33,21.39,17.06,22.54,28.72,35.73,38.75,70.76,12.91,147.68
2012,36.11,97.07,89.50,3.94,18.89,19.32,17.72,26.02,28.38,41.58,57.02,17.56,171.94
2013,21.15,331.10,296.42,4.10,5.54,65.88,27.53,35.95,35.03,71.64,139.56,24.33,226.97
2014,24.33,303.11,278.49,4.54,6.83,53.44,39.01,50.72,42.43,144.91,133.18,29.27,344.40
2015,24.53,299.60,280.68,4.49,6.55,55.72,33.31,44.09,43.24,180.08,142.45,30.78,472.54
2016,20.84,369.11,355.52,3.62,5.04,72.42,25.11,32.42,47.02,169.47,119.15,17.55,572.85
2017,20.28,376.50,364.72,3.50,6.31,57.84,24.39,30.70,48.89,193.65,134.88,21.71,688.81
2018,18.88,406.35,388.33,3.75,4.82,75.72,19.61,24.37,48.79,181.67,126.72,17.60,802.14
