倉佑,	1568
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2007,61.00,127.22,75.89,5.40,2.14,170.56,2.00,2.35,2.36,0.33,12.47,4.67,14.55
2008,60.12,122.46,46.72,4.76,1.64,222.56,1.27,0.20,0.21,0.03,0.00,0.00,14.01
2009,56.92,59.02,27.63,3.75,1.55,235.48,-7.69,-20.90,-31.62,-2.73,14.04,11.74,11.04
2010,62.75,144.46,70.25,5.90,2.55,143.13,-2.17,-7.86,-6.38,-0.82,30.02,7.41,9.95
2011,61.62,119.88,71.86,4.84,3.09,118.12,1.72,1.78,1.15,0.18,19.68,7.34,10.40
2012,51.00,239.26,130.47,4.29,3.06,119.28,6.14,11.83,8.10,1.29,34.83,4.94,11.46
2013,55.12,210.80,132.07,3.64,3.31,110.27,5.11,6.87,4.35,0.93,49.99,7.92,11.84
2014,48.78,130.55,78.52,3.99,3.72,98.11,3.88,8.28,5.02,1.18,21.58,5.87,13.82
2015,45.14,224.91,139.26,3.70,3.52,103.69,4.71,9.49,6.32,1.34,41.53,6.14,14.64
2016,54.47,156.97,101.35,3.57,3.79,96.30,6.51,12.30,6.98,1.78,22.30,4.33,14.91
2017,57.16,151.69,90.04,3.67,4.00,91.25,5.86,12.28,5.72,1.86,25.25,6.22,15.44
