志超,	8213
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2009,59.67,144.26,140.04,3.12,39.72,9.18,11.24,25.73,8.50,5.92,4.76,2.47,23.80
2010,58.21,124.44,120.25,3.38,49.68,7.34,5.90,14.12,5.67,3.71,7.27,0.25,24.93
2011,62.15,104.14,101.26,2.92,39.88,9.15,4.71,10.87,4.17,2.80,5.21,0.58,26.97
2012,60.72,103.99,102.16,3.08,59.35,6.14,8.53,20.98,7.03,6.26,5.65,4.31,31.98
2013,59.31,120.37,110.26,2.87,11.45,31.87,5.09,12.50,7.31,4.46,22.20,12.18,35.13
2014,57.93,119.39,104.16,3.11,11.48,31.79,5.73,13.61,7.68,5.82,15.12,7.87,39.20
2015,54.12,124.93,109.84,2.94,10.44,34.96,4.46,9.08,5.44,4.02,23.12,9.52,39.06
2016,57.15,137.74,118.01,2.99,9.34,39.07,3.78,7.58,4.44,3.08,14.33,5.53,37.74
2017,53.56,148.00,127.68,3.02,8.87,41.14,3.41,6.71,3.62,2.83,18.64,7.26,38.68
2018,55.27,149.43,128.35,2.81,8.72,41.85,4.92,9.77,5.24,4.38,12.27,4.38,41.08
