聯光通,	4903
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,16.00,428.00,337.00,4.97,5.38,67.84,9.00,11.00,12.00,1.50,NA,NA,13.51
2001,26.00,278.00,213.00,4.03,4.65,78.49,5.00,6.00,7.00,0.72,NA,NA,12.69
2002,18.00,375.00,295.00,3.79,4.11,88.80,-4.00,-6.00,-9.00,-0.73,76.00,12.00,11.07
2003,21.00,349.00,295.00,2.90,4.44,82.20,-17.00,-21.00,-46.00,-2.16,2.00,0.35,9.21
2004,27.00,206.00,174.00,1.99,6.69,54.55,-36.00,-47.00,-135.00,-3.53,26.00,10.49,5.68
2005,33.00,188.00,160.00,3.43,9.65,37.82,-5.00,-7.00,-8.00,-0.69,12.00,3.70,9.51
2006,32.31,195.29,173.51,3.27,14.98,24.36,2.08,2.78,2.30,0.28,27.95,8.11,10.57
2007,36.34,194.41,174.81,3.23,14.77,24.71,1.40,1.96,1.63,0.20,14.14,4.89,10.09
2008,31.79,235.66,202.52,5.58,17.90,20.39,3.86,5.73,3.38,0.58,-31.78,-7.55,10.04
2009,25.88,255.23,225.37,5.62,14.20,25.70,1.24,1.62,1.29,0.18,30.50,5.52,11.61
2010,34.61,375.71,335.44,7.79,12.78,28.56,1.64,2.15,2.18,0.24,0.00,0.00,10.66
2011,34.49,198.50,176.89,6.44,11.14,32.76,4.72,6.65,6.36,0.71,13.32,4.11,10.62
2012,33.60,271.58,232.25,8.73,12.36,29.53,5.65,8.15,5.30,0.90,7.84,0.50,11.43
2013,30.82,266.43,244.99,5.04,14.21,25.68,-1.34,-2.15,-1.39,-0.32,NA,NA,10.43
2014,32.51,253.30,238.83,6.24,22.44,16.26,5.31,7.68,4.13,0.54,49.37,17.77,10.91
2015,22.70,361.96,331.42,6.24,16.63,21.94,3.71,5.13,3.46,0.31,76.48,14.37,10.63
2016,22.01,277.90,245.40,5.08,12.57,29.03,-2.27,-2.92,-2.49,-0.31,-1.20,-1.28,10.40
2017,21.50,252.85,200.46,5.06,10.01,36.46,-2.42,-3.13,-3.03,-0.29,-83.42,-17.70,10.36
