晉泰,	6221
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,48.48,189.37,152.31,4.48,8.52,42.84,17.00,35.53,8.22,4.15,0.00,0.00,18.53
2001,44.14,202.32,162.44,4.65,8.71,41.90,10.53,17.82,5.56,3.03,0.00,0.00,21.37
2002,48.63,185.69,129.37,4.18,6.37,57.29,4.16,6.81,2.49,1.20,0.00,0.00,17.99
2003,53.18,161.77,109.38,3.74,5.05,72.27,1.32,2.08,0.72,0.32,0.00,0.00,15.39
2004,55.78,203.62,122.19,4.95,5.92,61.65,2.57,4.38,1.05,0.80,0.00,0.00,14.44
2005,56.12,155.37,109.22,3.63,4.43,82.39,-1.65,-5.05,-1.65,-0.68,36.09,34.90,13.11
2006,49.03,187.17,135.59,4.17,6.15,59.34,3.90,7.18,2.13,0.98,26.29,18.00,14.24
2007,40.85,212.20,145.68,4.42,5.91,61.75,6.20,10.17,3.32,1.44,23.15,12.22,14.73
2008,47.57,196.40,136.81,5.06,4.62,79.00,3.54,5.62,2.11,0.78,34.82,19.31,14.40
2009,51.76,175.31,146.20,4.30,4.16,87.74,-2.04,-4.64,-2.18,-0.63,30.82,20.77,12.98
2010,64.73,142.02,80.22,6.00,4.68,77.99,3.79,8.66,2.40,1.17,0.00,0.00,13.98
2011,58.41,153.97,83.57,5.93,3.37,108.30,6.40,15.73,4.06,2.29,1.20,0.00,15.54
2012,48.70,177.47,105.03,5.65,3.17,115.14,5.93,12.23,3.86,1.80,40.23,24.55,14.99
2013,61.40,157.29,96.37,5.89,3.89,93.83,5.82,12.71,3.35,1.93,0.00,0.00,15.42
2014,64.95,143.54,97.48,4.50,3.38,107.98,3.66,9.33,2.58,1.45,20.73,23.04,15.30
2015,60.60,152.72,112.98,4.95,4.23,86.28,5.50,14.01,3.64,2.21,4.55,0.00,16.36
2016,66.07,141.99,92.53,4.56,3.15,115.87,3.50,8.81,2.89,1.40,0.00,0.00,16.36
2017,61.02,152.65,90.75,5.07,2.67,136.70,4.03,9.78,3.07,1.72,0.00,0.00,18.56
