春雨,	2012
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,53.64,115.26,61.52,3.37,2.74,133.21,-6.82,-17.17,-12.79,-1.70,-7.88,-3.86,9.09
2001,54.39,119.90,64.38,2.49,2.23,163.67,0.35,-3.24,-2.72,-0.29,19.61,8.26,8.89
2002,53.71,119.07,61.27,3.46,2.67,136.70,1.99,0.54,0.41,0.06,24.60,9.70,8.62
2003,51.85,130.05,61.03,3.51,2.54,143.70,3.06,3.99,3.02,0.41,11.76,3.98,8.94
2004,44.06,149.18,68.30,4.23,2.68,136.19,6.97,12.09,8.32,1.32,5.13,30.45,11.46
2005,42.64,157.48,62.70,5.87,2.11,172.98,4.03,6.34,5.52,0.78,-7.57,-2.07,13.02
2006,38.10,208.33,77.70,6.30,1.97,185.27,3.26,4.78,4.47,0.64,50.66,6.53,13.73
2007,39.52,189.76,68.49,7.17,2.10,173.80,3.28,4.57,4.09,0.63,16.84,1.30,14.06
2008,45.12,152.81,57.53,8.18,2.05,178.04,3.80,5.66,4.50,0.81,9.96,0.97,14.45
2009,53.70,122.63,65.58,4.93,1.39,262.58,-10.79,-22.20,-29.50,-2.83,14.32,3.45,11.27
2010,57.04,113.67,68.30,5.77,2.14,170.56,0.60,0.33,0.29,0.04,-6.92,-3.68,12.36
2011,50.08,121.90,59.09,5.92,2.56,142.57,3.81,7.08,5.44,0.92,8.57,3.30,13.63
2012,52.67,122.53,73.21,5.23,2.41,151.45,-1.90,-5.06,-4.63,-0.68,8.36,3.60,13.09
2013,61.65,122.23,58.26,4.05,2.18,167.43,2.73,5.28,2.56,0.54,5.44,2.98,13.86
2014,60.90,123.47,57.77,4.36,2.39,152.71,2.54,4.50,2.05,0.53,13.10,6.83,13.75
2015,63.70,120.27,68.34,4.50,2.30,158.69,2.80,5.33,2.57,0.56,20.22,11.97,13.32
2016,62.31,122.29,67.77,4.04,2.33,156.65,3.81,7.91,3.71,0.95,9.13,3.66,13.07
2017,60.97,138.86,75.83,4.07,2.58,141.47,3.79,7.81,3.50,0.88,16.95,5.53,13.25
2018,59.86,193.31,85.39,4.45,2.52,144.84,6.10,13.52,5.75,1.74,0.00,-1.74,13.95
