朋程,	8255
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2004,27.46,157.98,103.35,5.71,4.53,80.57,27.09,42.85,25.93,5.12,80.42,26.11,16.31
2005,25.32,170.32,119.02,5.03,4.65,78.49,28.29,38.28,27.09,6.36,89.34,15.64,18.55
2009,24.15,178.79,129.84,5.22,4.82,75.72,13.85,18.01,17.15,5.01,87.71,13.23,29.06
2010,35.04,128.41,76.37,5.89,5.51,66.24,14.08,20.07,14.19,5.51,47.89,8.00,28.45
2011,27.76,166.33,110.33,5.98,4.75,76.84,13.97,20.06,14.65,6.00,45.68,6.49,32.52
2013,22.11,208.15,147.93,6.17,5.90,61.86,17.52,24.23,18.08,7.99,87.62,12.64,35.88
2014,18.00,194.00,116.00,6.61,5.25,69.52,16.96,21.30,17.70,7.91,95.00,5.00,38.38
2015,18.79,234.22,169.61,6.07,4.68,77.99,16.52,20.54,17.10,8.13,148.38,14.17,40.76
2016,22.73,236.66,187.60,5.92,5.38,67.84,14.33,18.22,15.94,7.50,114.79,12.93,41.59
2018,33.66,164.86,113.74,6.48,4.94,73.88,11.26,16.20,14.73,7.08,55.49,3.11,42.94
