佳世達,	2352
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,40.98,106.42,79.91,4.70,14.12,25.84,12.23,18.65,9.51,4.27,2.58,-0.13,24.97
2001,49.00,142.00,112.00,4.36,13.24,27.56,7.00,11.00,5.00,2.20,28.00,10.00,20.37
2002,41.00,137.00,121.00,5.15,22.12,16.50,12.00,21.00,8.00,4.53,41.00,21.91,24.55
2003,41.00,140.00,116.00,4.49,22.63,16.12,10.00,17.00,7.00,3.63,NA,NA,21.81
2004,36.00,160.00,139.00,5.48,29.15,12.52,10.00,16.00,5.00,3.30,17.00,NA,21.23
2005,51.00,144.00,120.00,4.25,25.02,14.58,-6.00,-11.00,-4.00,-2.12,NA,NA,17.39
2006,76.00,85.00,78.00,4.60,29.24,12.48,-32.00,-86.00,-21.00,-10.78,NA,NA,7.61
2007,69.00,116.00,102.00,5.09,35.22,10.36,8.00,22.00,4.00,3.11,NA,NA,15.58
2008,65.00,105.00,98.00,4.36,28.29,12.90,-3.00,-14.00,-4.00,-1.70,24.00,12.00,11.75
2009,58.00,81.00,74.00,5.11,33.97,10.74,-2.00,-8.00,-4.00,-0.94,57.00,24.00,11.85
2010,55.00,123.00,108.00,6.80,37.54,9.72,8.00,15.00,6.00,1.94,-27.00,-9.00,13.30
2011,61.35,103.52,91.39,6.45,31.09,11.74,-5.28,-14.47,-4.93,-1.74,18.15,10.42,10.95
2012,62.58,87.46,70.50,6.62,27.16,13.43,-4.16,-13.03,-3.46,-1.32,3.46,1.83,9.35
2013,74.15,96.87,66.08,8.57,7.18,50.83,2.55,6.42,1.18,0.36,11.92,17.75,10.45
2014,70.59,105.10,73.40,6.11,7.30,50.00,4.14,12.24,2.50,1.51,-9.21,-3074.03,13.37
2015,68.71,107.21,75.02,5.00,6.94,52.59,2.82,7.20,1.69,1.10,10.08,10.59,13.87
2016,65.43,103.24,68.70,5.14,6.78,53.83,4.67,12.65,3.14,2.21,15.70,14.73,15.00
2017,65.54,105.67,69.15,5.12,6.47,56.41,6.08,16.05,4.13,2.69,0.60,-5.79,15.74
