潤泰新,	9945
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,66.27,108.42,7.12,32.96,0.36,1013.88,-1.20,-10.60,-18.65,-1.12,13.40,12.13,10.13
2001,63.19,104.40,7.93,36.95,0.76,480.26,3.08,3.53,4.01,0.36,9.02,7.69,10.52
2002,58.31,100.58,10.42,25.41,0.71,514.08,1.56,0.97,1.48,0.10,10.47,7.57,10.66
2003,59.00,103.42,15.68,38.92,0.90,405.55,1.04,0.08,0.11,0.01,32.93,16.26,10.48
2004,61.54,120.43,16.52,30.44,1.09,334.86,1.63,2.48,2.68,0.27,0.00,0.00,10.82
2005,62.86,101.17,10.11,36.30,0.89,410.11,2.08,3.56,3.71,0.39,3.21,2.01,11.35
2006,51.74,117.67,8.53,115.03,1.13,323.00,7.83,16.90,14.10,2.10,23.40,7.70,13.49
2007,55.15,122.97,4.73,153.54,1.03,354.36,5.97,11.71,9.77,1.53,5.69,-7.03,12.80
2008,56.10,134.85,19.04,114.71,0.72,506.94,3.61,6.78,7.25,0.85,28.07,7.83,12.19
2009,49.54,180.28,9.05,120.41,0.73,500.00,2.82,5.22,6.41,0.68,NA,NA,13.82
2010,49.75,127.60,7.97,243.47,0.80,456.25,5.03,9.64,11.96,1.39,8.37,NA,14.99
2011,40.54,88.88,6.73,215.77,0.84,434.52,9.88,16.82,33.03,3.44,25.92,6.22,21.14
2012,52.63,154.41,2.90,109.43,0.41,890.24,8.55,15.56,50.05,3.46,0.00,0.00,22.93
2013,42.36,138.19,37.64,8.44,0.64,570.31,44.28,81.83,206.84,29.03,0.00,0.00,38.95
2014,44.67,129.74,25.74,6.97,0.45,811.11,8.20,12.51,59.27,5.69,0.33,NA,43.55
2015,55.93,178.68,39.44,5.60,0.42,869.04,11.93,21.35,65.74,6.46,7.50,NA,20.72
2016,53.12,121.80,25.15,7.13,0.43,848.83,11.38,22.97,64.16,5.90,5.82,0.00,23.30
2017,49.46,140.85,48.48,8.08,0.31,1177.41,12.93,25.09,105.48,6.91,21.22,9.26,29.09
