泰詠,	6266
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2002,35.45,140.53,99.75,3.63,14.50,25.17,7.66,11.12,7.14,1.47,54.84,17.31,14.52
2003,38.72,136.08,90.48,5.61,9.46,38.58,10.72,16.57,8.77,2.40,55.68,22.98,15.45
2004,45.39,149.47,89.30,6.43,7.60,48.02,9.35,15.93,7.20,2.31,8.25,3.98,15.38
2005,50.39,98.22,67.25,4.28,5.78,63.14,0.80,0.85,0.58,0.12,14.90,6.79,13.79
2006,40.12,145.40,91.13,6.08,6.97,52.36,5.12,8.44,5.41,1.29,36.48,11.77,14.89
2007,37.22,152.36,96.04,5.76,5.66,64.48,8.11,12.59,9.58,1.91,16.75,3.41,16.12
2008,29.60,109.91,73.94,4.47,5.41,67.46,0.54,0.13,0.13,0.02,57.39,17.26,15.59
2009,27.66,116.56,75.79,4.73,5.27,69.25,-0.75,-1.59,-2.11,-0.24,34.92,10.50,15.17
2010,30.17,196.85,116.17,8.83,5.13,71.15,6.94,9.29,9.36,1.46,50.20,10.17,16.20
2011,30.71,124.19,66.56,7.55,3.43,106.41,3.50,4.59,5.58,0.71,4.54,-1.65,15.79
2012,24.12,139.25,63.35,8.58,3.98,91.70,1.77,2.07,2.24,0.31,27.25,4.97,15.11
2013,26.01,270.07,219.67,5.18,6.99,52.21,3.15,4.31,2.92,0.65,58.93,16.65,15.64
2014,29.36,264.66,184.13,5.28,6.33,57.66,4.90,6.78,4.36,1.06,13.81,3.15,16.19
2015,30.58,275.76,215.12,5.64,5.40,67.59,4.43,6.56,3.91,1.89,78.25,26.73,16.65
2016,33.21,257.11,168.43,7.35,4.76,76.68,3.61,5.30,3.33,0.81,23.12,5.27,14.99
2017,33.44,254.12,170.75,8.06,3.87,94.31,5.70,8.54,5.09,1.30,9.43,-0.01,15.54
