中聯資源,	9930
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,33.00,109.00,96.80,4.40,22.80,16.00,8.30,11.40,10.30,1.30,63.40,14.10,12.14
2001,36.70,106.70,96.30,4.00,24.40,14.95,7.10,9.90,9.30,1.04,23.40,5.90,12.20
2002,44.10,117.50,108.70,4.40,23.10,15.80,5.80,9.00,8.30,1.11,25.70,7.70,12.46
2003,43.30,130.60,123.80,4.50,25.89,14.09,7.20,12.40,10.20,1.57,25.00,6.40,13.00
2004,27.40,153.00,137.20,5.40,25.60,14.25,13.00,20.10,15.30,2.74,87.00,13.00,14.31
2005,20.00,202.70,180.90,7.40,27.60,13.22,18.60,24.30,17.60,3.52,113.90,8.90,15.24
2006,16.20,226.20,196.20,7.70,26.00,14.03,17.20,20.90,16.30,3.19,110.10,2.30,15.72
2007,20.90,191.00,129.80,7.80,23.60,15.46,16.40,20.20,17.20,3.14,77.50,2.90,15.90
2008,16.80,171.30,135.10,9.00,23.30,15.66,22.70,27.90,21.80,4.46,127.80,6.70,16.60
2009,19.50,149.10,97.90,9.95,20.20,18.06,15.70,19.20,15.70,3.31,81.90,2.60,17.85
2010,19.54,136.70,117.58,8.72,27.89,13.08,11.69,14.52,12.41,2.58,71.55,0.63,17.69
2011,18.68,148.46,123.78,8.10,32.30,11.30,13.48,16.63,12.81,2.95,94.44,4.02,17.78
2012,22.67,121.36,97.34,7.70,22.90,15.93,13.29,16.72,13.02,2.96,75.96,2.55,17.66
2013,28.41,124.38,90.57,7.99,19.12,19.08,15.65,21.37,14.48,3.92,59.42,3.71,18.85
2014,27.20,149.26,117.75,7.88,21.00,17.38,16.98,23.49,15.13,4.57,95.11,5.30,20.17
2015,35.83,113.73,80.60,8.07,16.33,22.35,13.86,20.08,11.92,3.99,46.09,-0.45,19.31
2016,38.27,90.95,65.61,7.22,12.67,28.80,9.02,14.11,9.08,2.71,44.39,1.99,18.67
2017,42.63,100.16,68.78,6.96,11.77,31.01,10.83,17.95,10.84,3.37,46.83,5.19,19.05
2018,46.52,98.35,66.74,8.04,15.31,23.84,10.13,17.96,9.23,3.36,48.66,8.97,19.72
