恒耀,	8349
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2003,49.79,142.26,112.63,5.48,13.63,26.77,8.49,15.09,4.31,1.65,16.93,9.47,13.37
2004,58.63,115.37,81.52,5.95,10.54,34.62,9.15,18.67,5.14,2.25,3.10,-2.68,13.76
2005,52.29,153.87,116.33,5.62,9.87,36.98,9.90,20.73,6.16,2.81,31.92,7.72,14.59
2006,59.23,112.00,71.24,5.64,9.33,39.12,8.26,17.81,5.80,2.51,2.99,-3.56,15.24
2007,52.67,177.46,122.74,4.93,7.47,48.86,3.40,5.77,2.50,0.80,4.60,-0.99,15.01
2008,55.27,186.34,112.14,5.08,5.99,60.93,3.03,4.56,2.24,0.68,3.79,-0.18,15.48
2009,51.00,194.57,123.75,4.09,4.41,82.76,-1.27,-3.72,-2.47,-0.54,69.39,12.56,14.06
2010,60.15,133.34,88.42,6.32,7.25,50.34,5.06,10.32,4.27,1.46,6.66,2.39,14.73
2011,57.09,107.55,70.90,5.66,7.02,51.99,6.25,13.33,5.83,2.06,17.44,2.33,16.17
2012,57.08,109.96,74.48,5.51,8.12,44.95,6.34,13.15,6.19,2.03,32.64,5.79,15.49
2013,52.46,242.35,182.37,4.85,5.62,64.94,7.66,15.67,6.22,3.23,28.87,6.99,21.86
2014,57.90,149.98,77.35,5.21,3.24,112.65,6.96,13.76,6.43,3.65,10.27,1.60,30.49
2015,59.80,160.47,80.33,5.52,2.66,137.21,7.39,15.17,6.87,5.41,42.11,8.65,30.06
2016,60.63,165.36,78.91,5.52,2.67,136.70,7.55,16.70,6.98,5.51,37.69,7.85,28.98
2017,49.88,128.74,55.85,5.12,2.34,155.98,9.06,18.31,9.07,6.98,10.11,0.23,38.90
