先豐,	5349
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,29.41,146.95,113.77,4.11,7.02,51.99,7.42,10.38,9.39,1.69,22.58,6.98,18.63
2001,29.31,148.49,77.78,3.29,4.75,76.84,4.48,5.78,8.91,0.91,32.03,8.78,15.61
2002,42.01,96.68,75.83,3.11,4.38,83.33,-7.05,-11.64,-21.56,-1.71,-1.03,-0.39,12.68
2003,49.26,76.69,55.55,3.00,4.98,73.29,-3.45,-7.29,-11.59,-0.94,27.28,10.15,11.87
2004,45.29,106.29,75.32,3.98,6.30,57.93,2.08,3.03,3.22,0.38,10.38,2.64,12.73
2005,42.28,115.60,84.63,3.65,5.89,61.96,4.72,7.73,7.57,1.03,19.84,6.03,13.91
2009,53.74,101.40,82.74,2.97,9.11,40.06,2.32,3.98,2.13,0.51,15.97,7.91,12.36
2010,54.68,104.95,84.91,3.20,10.82,33.73,4.83,9.87,4.00,1.32,17.47,8.00,13.73
2011,52.75,115.43,93.24,3.41,10.74,33.98,7.77,16.19,5.94,2.28,25.82,10.90,14.84
2012,48.06,130.69,108.13,3.06,10.32,35.36,7.28,14.24,5.97,2.06,34.19,11.14,15.04
2013,42.04,149.41,127.46,3.04,11.87,30.74,11.38,20.66,9.18,3.18,66.13,15.25,16.13
2014,45.24,143.91,114.01,2.97,10.35,35.26,12.76,22.55,10.14,3.72,27.18,2.82,17.09
2015,43.69,133.93,106.88,2.78,8.45,43.19,10.13,18.03,8.77,3.03,42.63,5.88,17.01
2016,49.28,117.55,91.43,3.18,8.93,40.87,5.17,9.39,4.63,1.45,26.52,3.13,15.83
2017,55.02,100.01,76.25,2.95,7.60,48.02,1.30,2.09,1.04,0.21,1.62,2.52,14.82
